0	2.6751
0.01	2.6775
0.02	2.68
0.03	2.6825
0.04	2.6849
0.05	2.6872
0.06	2.6894
0.07	2.6914
0.08	2.6932
0.09	2.6949
0.1	2.6964
0.11	2.6976
0.12	2.6987
0.13	2.6996
0.14	2.7004
0.15	2.7009
0.16	2.7014
0.17	2.7017
0.18	2.702
0.19	2.7022
0.2	2.7023
0.21	2.7024
0.22	2.7024
0.23	2.7025
0.24	2.7026
0.25	2.7027
0.26	2.7029
0.27	2.7031
0.28	2.7033
0.29	2.7036
0.3	2.704
0.31	2.7044
0.32	2.7049
0.33	2.7055
0.34	2.7062
0.35	2.707
0.36	2.7079
0.37	2.709
0.38	2.7103
0.39	2.7118
0.4	2.7136
0.41	2.7155
0.42	2.7176
0.43	2.7199
0.44	2.7222
0.45	2.7247
0.46	2.7271
0.47	2.7296
0.48	2.7319
0.49	2.7342
0.5	2.7364
0.51	2.7385
0.52	2.7405
0.53	2.7423
0.54	2.7441
0.55	2.7457
0.56	2.7473
0.57	2.7487
0.58	2.7501
0.59	2.7513
0.6	2.7524
0.61	2.7533
0.62	2.7541
0.63	2.7548
0.64	2.7553
0.65	2.7558
0.66	2.7561
0.67	2.7564
0.68	2.7567
0.69	2.757
0.7	2.7573
0.71	2.7577
0.72	2.7581
0.73	2.7586
0.74	2.7591
0.75	2.7596
0.76	2.7603
0.77	2.7609
0.78	2.7616
0.79	2.7622
0.8	2.7629
0.81	2.7636
0.82	2.7643
0.83	2.765
0.84	2.7656
0.85	2.7663
0.86	2.767
0.87	2.7677
0.88	2.7684
0.89	2.769
0.9	2.7697
0.91	2.7703
0.92	2.7709
0.93	2.7715
0.94	2.772
0.95	2.7725
0.96	2.773
0.97	2.7735
0.98	2.7739
0.99	2.7742
1	2.7744
1.01	2.7746
1.02	2.7746
1.03	2.7746
1.04	2.7744
1.05	2.7742
1.06	2.7739
1.07	2.7735
1.08	2.7731
1.09	2.7726
1.1	2.7722
1.11	2.7717
1.12	2.7713
1.13	2.7709
1.14	2.7705
1.15	2.7702
1.16	2.7699
1.17	2.7698
1.18	2.7696
1.19	2.7696
1.2	2.7696
1.21	2.7697
1.22	2.77
1.23	2.7703
1.24	2.7706
1.25	2.7711
1.26	2.7715
1.27	2.7719
1.28	2.7722
1.29	2.7724
1.3	2.7726
1.31	2.7726
1.32	2.7725
1.33	2.7722
1.34	2.7718
1.35	2.7713
1.36	2.7707
1.37	2.77
1.38	2.7693
1.39	2.7685
1.4	2.7676
1.41	2.7667
1.42	2.7658
1.43	2.7649
1.44	2.764
1.45	2.7632
1.46	2.7624
1.47	2.7617
1.48	2.7612
1.49	2.7607
1.5	2.7604
1.51	2.7602
1.52	2.76
1.53	2.76
1.54	2.7601
1.55	2.7602
1.56	2.7605
1.57	2.7608
1.58	2.7612
1.59	2.7616
1.6	2.7621
1.61	2.7627
1.62	2.7634
1.63	2.7641
1.64	2.7649
1.65	2.7658
1.66	2.7668
1.67	2.7678
1.68	2.7689
1.69	2.7701
1.7	2.7713
1.71	2.7725
1.72	2.7737
1.73	2.7749
1.74	2.776
1.75	2.7772
1.76	2.7783
1.77	2.7794
1.78	2.7804
1.79	2.7814
1.8	2.7823
1.81	2.7833
1.82	2.7842
1.83	2.7852
1.84	2.7862
1.85	2.7874
1.86	2.7887
1.87	2.7901
1.88	2.7917
1.89	2.7935
1.9	2.7954
1.91	2.7974
1.92	2.7996
1.93	2.8018
1.94	2.8042
1.95	2.8066
1.96	2.809
1.97	2.8114
1.98	2.8138
1.99	2.8162
2	2.8185
2.01	2.8206
2.02	2.8227
2.03	2.8247
2.04	2.8265
2.05	2.8282
2.06	2.8299
2.07	2.8315
2.08	2.833
2.09	2.8345
2.1	2.8359
2.11	2.8373
2.12	2.8387
2.13	2.8401
2.14	2.8415
2.15	2.8429
2.16	2.8443
2.17	2.8457
2.18	2.8472
2.19	2.8487
2.2	2.8502
2.21	2.8518
2.22	2.8534
2.23	2.8552
2.24	2.857
2.25	2.8588
2.26	2.8607
2.27	2.8627
2.28	2.8646
2.29	2.8666
2.3	2.8685
2.31	2.8705
2.32	2.8723
2.33	2.8742
2.34	2.8759
2.35	2.8776
2.36	2.8792
2.37	2.8808
2.38	2.8824
2.39	2.884
2.4	2.8856
2.41	2.8872
2.42	2.8888
2.43	2.8903
2.44	2.8919
2.45	2.8934
2.46	2.8949
2.47	2.8964
2.48	2.8979
2.49	2.8994
2.5	2.901
2.51	2.9025
2.52	2.904
2.53	2.9055
2.54	2.907
2.55	2.9085
2.56	2.9099
2.57	2.9113
2.58	2.9127
2.59	2.9141
2.6	2.9154
2.61	2.9167
2.62	2.9179
2.63	2.9191
2.64	2.9203
2.65	2.9214
2.66	2.9224
2.67	2.9233
2.68	2.9242
2.69	2.925
2.7	2.9257
2.71	2.9263
2.72	2.9268
2.73	2.9272
2.74	2.9275
2.75	2.9278
2.76	2.9279
2.77	2.928
2.78	2.928
2.79	2.9279
2.8	2.9277
2.81	2.9275
2.82	2.9272
2.83	2.927
2.84	2.9267
2.85	2.9265
2.86	2.9262
2.87	2.9261
2.88	2.9259
2.89	2.9258
2.9	2.9257
2.91	2.9256
2.92	2.9255
2.93	2.9254
2.94	2.9253
2.95	2.9251
2.96	2.9249
2.97	2.9246
2.98	2.9241
2.99	2.9236
3	2.923
3.01	2.9222
3.02	2.9214
3.03	2.9204
3.04	2.9193
3.05	2.9182
3.06	2.9169
3.07	2.9156
3.08	2.9142
3.09	2.9127
3.1	2.9111
3.11	2.9094
3.12	2.9077
3.13	2.9059
3.14	2.904
3.15	2.902
3.16	2.9
3.17	2.8978
3.18	2.8955
3.19	2.8932
3.2	2.8908
3.21	2.8883
3.22	2.8858
3.23	2.8833
3.24	2.8807
3.25	2.8782
3.26	2.8756
3.27	2.8732
3.28	2.8707
3.29	2.8684
3.3	2.8661
3.31	2.8639
3.32	2.8618
3.33	2.8597
3.34	2.8578
3.35	2.8559
3.36	2.8542
3.37	2.8526
3.38	2.851
3.39	2.8496
3.4	2.8483
3.41	2.8471
3.42	2.846
3.43	2.845
3.44	2.844
3.45	2.8431
3.46	2.8423
3.47	2.8416
3.48	2.8409
3.49	2.8403
3.5	2.8397
3.51	2.8392
3.52	2.8387
3.53	2.8382
3.54	2.8377
3.55	2.8371
3.56	2.8366
3.57	2.8361
3.58	2.8355
3.59	2.835
3.6	2.8344
3.61	2.8339
3.62	2.8333
3.63	2.8327
3.64	2.8321
3.65	2.8315
3.66	2.8308
3.67	2.8302
3.68	2.8295
3.69	2.8288
3.7	2.8281
3.71	2.8274
3.72	2.8268
3.73	2.8262
3.74	2.8256
3.75	2.8251
3.76	2.8247
3.77	2.8243
3.78	2.8239
3.79	2.8235
3.8	2.8231
3.81	2.8227
3.82	2.8222
3.83	2.8218
3.84	2.8213
3.85	2.8207
3.86	2.8201
3.87	2.8195
3.88	2.8188
3.89	2.8181
3.9	2.8174
3.91	2.8166
3.92	2.8159
3.93	2.8151
3.94	2.8144
3.95	2.8137
3.96	2.813
3.97	2.8123
3.98	2.8117
3.99	2.811
4	2.8103
4.01	2.8096
4.02	2.8089
4.03	2.8081
4.04	2.8072
4.05	2.8063
4.06	2.8053
4.07	2.8042
4.08	2.803
4.09	2.8018
4.1	2.8005
4.11	2.7991
4.12	2.7977
4.13	2.7963
4.14	2.7949
4.15	2.7934
4.16	2.7919
4.17	2.7904
4.18	2.7889
4.19	2.7875
4.2	2.786
4.21	2.7845
4.22	2.7831
4.23	2.7817
4.24	2.7803
4.25	2.779
4.26	2.7777
4.27	2.7765
4.28	2.7754
4.29	2.7743
4.3	2.7731
4.31	2.772
4.32	2.7708
4.33	2.7696
4.34	2.7683
4.35	2.7671
4.36	2.7658
4.37	2.7646
4.38	2.7634
4.39	2.7623
4.4	2.7613
4.41	2.7604
4.42	2.7596
4.43	2.7589
4.44	2.7584
4.45	2.7581
4.46	2.7578
4.47	2.7578
4.48	2.7579
4.49	2.7581
4.5	2.7584
4.51	2.7589
4.52	2.7594
4.53	2.76
4.54	2.7607
4.55	2.7614
4.56	2.762
4.57	2.7627
4.58	2.7633
4.59	2.7638
4.6	2.7643
4.61	2.7647
4.62	2.7651
4.63	2.7655
4.64	2.7658
4.65	2.7662
4.66	2.7665
4.67	2.7668
4.68	2.7672
4.69	2.7675
4.7	2.7677
4.71	2.768
4.72	2.7682
4.73	2.7683
4.74	2.7683
4.75	2.7684
4.76	2.7683
4.77	2.7682
