0	3.6007
0.01	3.5982
0.02	3.596
0.03	3.5941
0.04	3.5926
0.05	3.5917
0.06	3.5913
0.07	3.5915
0.08	3.5923
0.09	3.5937
0.1	3.5956
0.11	3.5981
0.12	3.601
0.13	3.6044
0.14	3.6081
0.15	3.6123
0.16	3.6167
0.17	3.6214
0.18	3.6263
0.19	3.6314
0.2	3.6366
0.21	3.6419
0.22	3.6471
0.23	3.6523
0.24	3.6575
0.25	3.6625
0.26	3.6674
0.27	3.6722
0.28	3.6768
0.29	3.6814
0.3	3.6858
0.31	3.6902
0.32	3.6946
0.33	3.6989
0.34	3.7034
0.35	3.708
0.36	3.7127
0.37	3.7176
0.38	3.7227
0.39	3.7282
0.4	3.7339
0.41	3.7399
0.42	3.7462
0.43	3.7528
0.44	3.7596
0.45	3.7667
0.46	3.7739
0.47	3.7812
0.48	3.7886
0.49	3.7961
0.5	3.8034
0.51	3.8107
0.52	3.8179
0.53	3.8248
0.54	3.8316
0.55	3.8381
0.56	3.8444
0.57	3.8505
0.58	3.8564
0.59	3.862
0.6	3.8674
0.61	3.8726
0.62	3.8776
0.63	3.8825
0.64	3.8871
0.65	3.8916
0.66	3.8958
0.67	3.8999
0.68	3.9038
0.69	3.9075
0.7	3.9109
0.71	3.9142
0.72	3.9174
0.73	3.9203
0.74	3.923
0.75	3.9256
0.76	3.928
0.77	3.9302
0.78	3.9323
0.79	3.9342
0.8	3.9359
0.81	3.9376
0.82	3.939
0.83	3.9404
0.84	3.9416
0.85	3.9427
0.86	3.9436
0.87	3.9444
0.88	3.9451
0.89	3.9456
0.9	3.946
0.91	3.9463
0.92	3.9463
0.93	3.9463
0.94	3.9461
0.95	3.9457
0.96	3.9451
0.97	3.9442
0.98	3.9432
0.99	3.942
1	3.9405
1.01	3.9387
1.02	3.9367
1.03	3.9344
1.04	3.9318
1.05	3.929
1.06	3.9259
1.07	3.9226
1.08	3.9191
1.09	3.9153
1.1	3.9114
1.11	3.9072
1.12	3.9029
1.13	3.8985
1.14	3.8939
1.15	3.8892
1.16	3.8844
1.17	3.8796
