0	3.5347
0.01	3.5361
0.02	3.5377
0.03	3.5396
0.04	3.5417
0.05	3.5441
0.06	3.5465
0.07	3.5489
0.08	3.5511
0.09	3.553
0.1	3.5544
0.11	3.5551
0.12	3.5551
0.13	3.5541
0.14	3.5522
0.15	3.5493
0.16	3.5454
0.17	3.5405
0.18	3.5344
0.19	3.5273
0.2	3.5191
0.21	3.5098
0.22	3.4994
0.23	3.4881
0.24	3.4759
0.25	3.4629
0.26	3.4494
0.27	3.4353
0.28	3.4209
0.29	3.4061
0.3	3.3912
0.31	3.3761
0.32	3.3607
0.33	3.3452
0.34	3.3294
0.35	3.3135
0.36	3.2973
0.37	3.281
0.38	3.2645
0.39	3.248
0.4	3.2314
0.41	3.2149
0.42	3.1985
0.43	3.1822
0.44	3.1662
0.45	3.1503
0.46	3.1347
0.47	3.1194
0.48	3.1044
0.49	3.0898
0.5	3.0755
0.51	3.0615
0.52	3.048
0.53	3.0348
0.54	3.0221
0.55	3.0098
0.56	2.998
0.57	2.9866
0.58	2.9756
0.59	2.9651
0.6	2.955
0.61	2.9453
0.62	2.9361
0.63	2.9272
0.64	2.9188
0.65	2.9108
0.66	2.9032
0.67	2.896
0.68	2.8893
0.69	2.8831
0.7	2.8774
0.71	2.8723
0.72	2.8679
0.73	2.8643
0.74	2.8616
0.75	2.8601
0.76	2.8599
0.77	2.8611
0.78	2.8641
0.79	2.8689
0.8	2.8758
0.81	2.8847
0.82	2.8957
0.83	2.9089
0.84	2.9241
0.85	2.9412
0.86	2.9603
0.87	2.981
0.88	3.0032
0.89	3.0268
0.9	3.0515
0.91	3.0771
0.92	3.1035
0.93	3.1303
0.94	3.1575
0.95	3.1846
0.96	3.2117
0.97	3.2385
0.98	3.2647
0.99	3.2904
1	3.3154
1.01	3.3394
1.02	3.3625
1.03	3.3844
1.04	3.4049
1.05	3.4241
1.06	3.4418
1.07	3.4578
1.08	3.4723
1.09	3.4851
1.1	3.4963
1.11	3.506
1.12	3.5141
1.13	3.5207
1.14	3.5261
1.15	3.5302
1.16	3.5333
1.17	3.5355
1.18	3.5371
1.19	3.5382
1.2	3.539
1.21	3.5398
1.22	3.5407
1.23	3.5417
1.24	3.5431
1.25	3.5447
1.26	3.5465
1.27	3.5485
1.28	3.5505
1.29	3.5523
1.3	3.5538
1.31	3.5549
1.32	3.5553
1.33	3.5551
1.34	3.5541
1.35	3.5524
1.36	3.55
1.37	3.5471
1.38	3.5436
1.39	3.5398
1.4	3.5359
1.41	3.5319
1.42	3.5282
