0	2.7719
0.01	2.7779
0.02	2.7838
0.03	2.7895
0.04	2.7949
0.05	2.7998
0.06	2.8043
0.07	2.8083
0.08	2.8118
0.09	2.8149
0.1	2.8175
0.11	2.8196
0.12	2.8214
0.13	2.8227
0.14	2.8237
0.15	2.8244
0.16	2.8248
0.17	2.8249
0.18	2.8249
0.19	2.8248
0.2	2.8245
0.21	2.824
0.22	2.8236
0.23	2.823
0.24	2.8224
0.25	2.8218
0.26	2.8211
0.27	2.8205
0.28	2.8199
0.29	2.8194
0.3	2.8188
0.31	2.8184
0.32	2.818
0.33	2.8177
0.34	2.8174
0.35	2.8173
0.36	2.8172
0.37	2.8172
0.38	2.8173
0.39	2.8174
0.4	2.8177
0.41	2.8181
0.42	2.8186
0.43	2.8193
0.44	2.8201
0.45	2.8211
0.46	2.8222
0.47	2.8234
0.48	2.8247
0.49	2.826
0.5	2.8274
0.51	2.8286
0.52	2.8298
0.53	2.8309
0.54	2.8319
0.55	2.8328
0.56	2.8336
0.57	2.8342
0.58	2.8348
0.59	2.8353
0.6	2.8357
0.61	2.836
0.62	2.8362
0.63	2.8363
0.64	2.8362
0.65	2.836
0.66	2.8357
0.67	2.8353
0.68	2.8347
0.69	2.8341
0.7	2.8334
0.71	2.8327
0.72	2.832
0.73	2.8314
0.74	2.8308
0.75	2.8303
0.76	2.8299
0.77	2.8296
0.78	2.8295
0.79	2.8294
0.8	2.8295
0.81	2.8296
0.82	2.8299
0.83	2.8302
0.84	2.8306
0.85	2.831
0.86	2.8315
0.87	2.8321
0.88	2.8327
0.89	2.8333
0.9	2.8338
0.91	2.8343
0.92	2.8347
0.93	2.835
0.94	2.8351
0.95	2.8351
0.96	2.8351
0.97	2.8349
0.98	2.8346
0.99	2.8343
1	2.8339
1.01	2.8335
1.02	2.833
1.03	2.8325
1.04	2.832
1.05	2.8314
1.06	2.8309
1.07	2.8303
1.08	2.8298
1.09	2.8293
1.1	2.8288
1.11	2.8284
1.12	2.8281
1.13	2.8279
1.14	2.8278
1.15	2.8278
1.16	2.8279
1.17	2.8281
1.18	2.8284
1.19	2.8288
1.2	2.8293
1.21	2.8298
1.22	2.8304
1.23	2.831
1.24	2.8316
1.25	2.8322
1.26	2.8328
1.27	2.8334
1.28	2.834
1.29	2.8347
1.3	2.8353
1.31	2.8358
1.32	2.8364
1.33	2.8368
1.34	2.8372
1.35	2.8375
1.36	2.8377
1.37	2.8378
1.38	2.8378
1.39	2.8377
1.4	2.8375
1.41	2.8372
1.42	2.8368
1.43	2.8363
1.44	2.8358
1.45	2.8353
1.46	2.8347
1.47	2.8341
1.48	2.8334
1.49	2.8327
1.5	2.832
1.51	2.8314
1.52	2.8307
1.53	2.8301
1.54	2.8295
1.55	2.8289
1.56	2.8284
1.57	2.828
1.58	2.8277
1.59	2.8275
1.6	2.8273
1.61	2.8271
1.62	2.8271
1.63	2.8271
1.64	2.8272
1.65	2.8273
1.66	2.8275
1.67	2.8277
1.68	2.828
1.69	2.8284
1.7	2.8289
1.71	2.8294
1.72	2.83
1.73	2.8306
1.74	2.8312
1.75	2.8318
1.76	2.8324
1.77	2.8329
1.78	2.8334
1.79	2.8338
1.8	2.8341
1.81	2.8343
1.82	2.8344
1.83	2.8345
1.84	2.8344
1.85	2.8342
1.86	2.834
1.87	2.8337
1.88	2.8333
1.89	2.8329
1.9	2.8324
1.91	2.8319
1.92	2.8314
1.93	2.8308
1.94	2.8301
1.95	2.8295
1.96	2.8288
1.97	2.8281
1.98	2.8274
1.99	2.8267
2	2.826
2.01	2.8252
2.02	2.8245
2.03	2.8239
2.04	2.8232
2.05	2.8227
2.06	2.8221
2.07	2.8217
2.08	2.8212
2.09	2.8209
2.1	2.8205
2.11	2.8202
2.12	2.8199
2.13	2.8197
2.14	2.8194
2.15	2.8192
2.16	2.819
2.17	2.8189
2.18	2.8187
2.19	2.8185
2.2	2.8184
2.21	2.8182
2.22	2.8181
2.23	2.8179
2.24	2.8178
2.25	2.8176
2.26	2.8174
2.27	2.8172
2.28	2.817
