NO_OF_SAMPLES	1561
FREQUENCY	100
TIME_STAMP	2019-10-11, 16:28:43	103157.88783225
FIRST_SAMPLE	632
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Force-plate 3
FORCE_PLATE_CORNER_POSX_POSY_X	1135.569946
FORCE_PLATE_CORNER_POSX_POSY_Y	564.732971
FORCE_PLATE_CORNER_POSX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_POSY_X	1128.060059
FORCE_PLATE_CORNER_NEGX_POSY_Y	106.624001
FORCE_PLATE_CORNER_NEGX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_X	625.776978
FORCE_PLATE_CORNER_NEGX_NEGY_Y	113.992996
FORCE_PLATE_CORNER_NEGX_NEGY_Z	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_X	633.607971
FORCE_PLATE_CORNER_POSX_NEGY_Y	574.497986
FORCE_PLATE_CORNER_POSX_NEGY_Z	0.000000
FORCE_PLATE_LENGTH	508.000000
FORCE_PLATE_WIDTH	463.550000
Sample	Time	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
632	6.31000	0.988181	0.720506	4.332635	0.465302	0.297930	0.187738	0.000000	0.000000	0.000000	
633	6.32000	1.055020	0.789000	3.981202	0.501970	0.334889	0.178810	0.000000	0.000000	0.000000	
634	6.33000	1.055807	0.652176	4.332929	0.474500	0.325533	0.169370	0.000000	0.000000	0.000000	
635	6.34000	0.964348	0.743902	4.069003	0.483658	0.307246	0.187839	0.000000	0.000000	0.000000	
636	6.35000	1.078248	0.743217	4.157839	0.492679	0.307307	0.192426	0.000000	0.000000	0.000000	
637	6.36000	1.010813	0.879971	4.067713	0.502135	0.316688	0.169605	0.000000	0.000000	0.000000	
638	6.37000	1.076804	0.790034	3.720144	0.465881	0.270914	0.169371	0.000000	0.000000	0.000000	
639	6.38000	0.964051	0.744666	3.980412	0.529559	0.298638	0.169387	0.000000	0.000000	0.000000	
640	6.39000	0.919436	0.789859	4.068642	0.483851	0.270783	0.183122	0.000000	0.000000	0.000000	
641	6.40000	1.078467	0.811654	4.069040	0.493018	0.316679	0.164931	0.000000	0.000000	0.000000	
642	6.41000	1.012696	0.811579	4.506866	0.493105	0.261885	0.155414	0.000000	0.000000	0.000000	
643	6.42000	0.987233	0.858099	3.893518	0.493127	0.270970	0.178616	0.000000	0.000000	0.000000	
644	6.43000	0.965507	0.744322	4.243774	0.502297	0.271113	0.155421	0.000000	0.000000	0.000000	
645	6.44000	1.079066	0.811893	4.157750	0.483977	0.261824	0.169282	0.000000	0.000000	0.000000	
646	6.45000	0.964822	0.767431	4.069022	0.502295	0.252806	0.169203	0.000000	0.000000	0.000000	
647	6.46000	1.011405	0.856632	4.243643	0.483643	0.316394	0.183369	0.000000	0.000000	0.000000	
648	6.47000	0.941699	0.789725	3.981235	0.465625	0.288956	0.178618	0.000000	0.000000	0.000000	
649	6.48000	0.986702	0.789852	3.893527	0.483982	0.298331	0.169460	0.000000	0.000000	0.000000	
650	6.49000	1.010836	0.766316	4.244424	0.501944	0.289158	0.183147	0.000000	0.000000	0.000000	
651	6.50000	1.055114	0.857346	3.893856	0.501978	0.307444	0.192586	0.000000	0.000000	0.000000	
652	6.51000	1.010161	0.767055	4.069253	0.502231	0.271069	0.169283	0.000000	0.000000	0.000000	
653	6.52000	0.988435	0.903116	4.067533	0.502335	0.289390	0.160301	0.000000	0.000000	0.000000	
654	6.53000	0.941257	0.768014	3.892646	0.529799	0.271362	0.160097	0.000000	0.000000	0.000000	
655	6.54000	0.942855	0.902819	4.067412	0.483831	0.307327	0.178801	0.000000	0.000000	0.000000	
656	6.55000	0.918913	0.743951	4.068487	0.474509	0.316279	0.187881	0.000000	0.000000	0.000000	
657	6.56000	0.896052	0.790654	3.892968	0.484161	0.261842	0.164695	0.000000	0.000000	0.000000	
658	6.57000	1.010517	0.857985	3.981429	0.475058	0.261846	0.160153	0.000000	0.000000	0.000000	
659	6.58000	0.964957	0.766424	4.156329	0.483678	0.307264	0.183246	0.000000	0.000000	0.000000	
660	6.59000	1.011794	0.652149	4.595012	0.483722	0.307383	0.155435	0.000000	0.000000	0.000000	
661	6.60000	0.966319	0.857575	4.243607	0.484023	0.261793	0.164713	0.000000	0.000000	0.000000	
662	6.61000	1.078083	0.766339	4.069891	0.501984	0.298353	0.183215	0.000000	0.000000	0.000000	
663	6.62000	1.077983	0.766332	4.068745	0.538453	0.326029	0.178723	0.000000	0.000000	0.000000	
664	6.63000	0.988496	0.811399	4.244512	0.447227	0.297897	0.178645	0.000000	0.000000	0.000000	
665	6.64000	0.965550	0.856713	4.156339	0.447083	0.316046	0.192599	0.000000	0.000000	0.000000	
666	6.65000	0.941764	0.812298	3.979837	0.492998	0.325724	0.169589	0.000000	0.000000	0.000000	
667	6.66000	1.010841	0.811831	4.156044	0.483940	0.307473	0.160276	0.000000	0.000000	0.000000	
668	6.67000	0.965261	0.721442	4.244380	0.493011	0.270931	0.169210	0.000000	0.000000	0.000000	
669	6.68000	0.919114	0.766982	4.067762	0.511105	0.307472	0.183253	0.000000	0.000000	0.000000	
670	6.69000	0.942332	0.766784	4.156844	0.483699	0.270695	0.192292	0.000000	0.000000	0.000000	
671	6.70000	0.989809	0.855757	4.505556	0.483411	0.352803	0.183488	0.000000	0.000000	0.000000	
672	6.71000	0.987030	0.743700	4.069514	0.474478	0.307151	0.192445	0.000000	0.000000	0.000000	
673	6.72000	0.965169	0.789212	4.155578	0.492935	0.316567	0.169497	0.000000	0.000000	0.000000	
674	6.73000	0.917096	0.699812	3.717978	0.484051	0.307492	0.164828	0.000000	0.000000	0.000000	
675	6.74000	0.965962	0.788904	4.330783	0.511039	0.307466	0.178632	0.000000	0.000000	0.000000	
676	6.75000	0.942330	0.766555	4.156423	0.465507	0.298032	0.178606	0.000000	0.000000	0.000000	
677	6.76000	0.966779	0.766118	4.505876	0.511178	0.298446	0.160126	0.000000	0.000000	0.000000	
678	6.77000	0.987870	0.858278	3.981064	0.484267	0.252821	0.155507	0.000000	0.000000	0.000000	
679	6.78000	1.009860	0.744377	4.068214	0.547767	0.298775	0.169368	0.000000	0.000000	0.000000	
680	6.79000	1.010157	0.744718	4.070789	0.484043	0.216127	0.178229	0.000000	0.000000	0.000000	
681	6.80000	0.987869	0.789303	4.156019	0.511144	0.298399	0.178619	0.000000	0.000000	0.000000	
682	6.81000	1.010114	0.652990	4.245251	0.483789	0.289118	0.169220	0.000000	0.000000	0.000000	
683	6.82000	0.986356	0.744476	3.893214	0.493129	0.316711	0.160283	0.000000	0.000000	0.000000	
684	6.83000	0.897838	0.788719	4.331262	0.447062	0.306880	0.187855	0.000000	0.000000	0.000000	
685	6.84000	1.009231	0.721525	3.982088	0.501993	0.289181	0.187743	0.000000	0.000000	0.000000	
686	6.85000	1.054649	0.789374	3.894246	0.501997	0.307473	0.187910	0.000000	0.000000	0.000000	
687	6.86000	0.942192	0.766154	4.156970	0.447025	0.306868	0.197065	0.000000	0.000000	0.000000	
688	6.87000	1.010128	0.721037	4.158259	0.465415	0.270583	0.192248	0.000000	0.000000	0.000000	
689	6.88000	1.078867	0.789128	4.157767	0.483938	0.270942	0.169298	0.000000	0.000000	0.000000	
690	6.89000	0.988858	0.789138	4.331102	0.502166	0.289312	0.160139	0.000000	0.000000	0.000000	
691	6.90000	1.101824	0.856379	4.157651	0.465395	0.307160	0.187950	0.000000	0.000000	0.000000	
692	6.91000	1.100009	0.744183	3.895901	0.465779	0.270875	0.169296	0.000000	0.000000	0.000000	
693	6.92000	0.964904	0.812160	4.068654	0.492873	0.289080	0.187828	0.000000	0.000000	0.000000	
694	6.93000	0.964422	0.789921	3.981426	0.493011	0.270894	0.183134	0.000000	0.000000	0.000000	
695	6.94000	0.896028	0.767504	3.979021	0.538648	0.316922	0.169489	0.000000	0.000000	0.000000	
696	6.95000	1.078614	0.766302	4.158219	0.483779	0.270830	0.183085	0.000000	0.000000	0.000000	
697	6.96000	0.940012	0.744860	3.718302	0.483869	0.307360	0.183290	0.000000	0.000000	0.000000	
698	6.97000	1.055509	0.744006	4.070905	0.447532	0.261589	0.164629	0.000000	0.000000	0.000000	
