NO_OF_SAMPLES	1561
FREQUENCY	100
TIME_STAMP	2019-10-11, 16:28:43	103157.88783225
FIRST_SAMPLE	632
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Force-plate 2
FORCE_PLATE_CORNER_POSX_POSY_X	519.708008
FORCE_PLATE_CORNER_POSX_POSY_Y	471.890015
FORCE_PLATE_CORNER_POSX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_POSY_X	517.812012
FORCE_PLATE_CORNER_NEGX_POSY_Y	14.711200
FORCE_PLATE_CORNER_NEGX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_X	13.237100
FORCE_PLATE_CORNER_NEGX_NEGY_Y	18.357599
FORCE_PLATE_CORNER_NEGX_NEGY_Z	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_X	16.436701
FORCE_PLATE_CORNER_POSX_NEGY_Y	475.112000
FORCE_PLATE_CORNER_POSX_NEGY_Z	0.000000
FORCE_PLATE_LENGTH	508.000000
FORCE_PLATE_WIDTH	463.550000
Sample	Time	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
689	6.88000	-4.485008	25.420949	382.899232	-51.454735	-29.683210	1.808148	77.560528	-137.401915	0.000000	
690	6.89000	-3.305156	24.107866	380.759079	-51.409146	-30.691618	1.926090	80.522962	-137.914088	0.000000	
691	6.90000	-1.164158	23.865040	384.708081	-52.175655	-32.464086	2.239792	84.075928	-138.469171	0.000000	
692	6.91000	-0.320987	23.597475	391.245445	-53.303833	-34.266883	2.317624	87.185231	-139.017525	0.000000	
693	6.92000	-0.707122	22.895218	398.582683	-54.495727	-35.933552	2.182395	89.792717	-139.384617	0.000000	
694	6.93000	-1.888913	22.624802	410.924337	-56.301059	-38.006070	1.851671	92.241893	-139.575968	0.000000	
695	6.94000	-3.119518	22.514727	421.923589	-58.106858	-40.005242	1.516286	94.681237	-140.216041	0.000000	
696	6.95000	-2.984425	22.680637	430.330218	-59.351049	-41.762141	1.306036	96.893254	-140.390544	0.000000	
697	6.96000	-3.144885	23.981813	438.643080	-60.485590	-43.301264	1.192390	98.572325	-140.442224	0.000000	
698	6.97000	-2.946817	25.762813	441.046408	-60.769419	-44.295164	1.132252	100.268318	-140.484464	0.000000	
699	6.98000	-2.158116	27.521565	439.873893	-60.592861	-44.902639	1.199035	101.845806	-140.617066	0.000000	
700	6.99000	-1.297809	29.029886	442.193420	-60.868438	-45.869167	1.233969	103.416987	-140.641418	0.000000	
701	7.00000	-0.459074	29.582144	442.993247	-60.819285	-46.659403	1.214003	104.937360	-140.327205	0.000000	
702	7.01000	0.468989	29.680149	442.633722	-60.835198	-47.312776	1.175473	106.414905	-140.485731	0.000000	
703	7.02000	2.404066	29.572843	443.625016	-60.943221	-47.593564	1.212595	106.634038	-140.406399	0.000000	
704	7.03000	3.475144	29.143877	445.063283	-61.188315	-47.657617	1.178179	106.335382	-140.465826	0.000000	
705	7.04000	3.841794	29.008268	447.480805	-61.414757	-47.549238	1.062467	105.483489	-140.202754	0.000000	
706	7.05000	3.523778	28.393930	448.643646	-61.542669	-47.248392	0.833443	104.566848	-140.070438	0.000000	
707	7.06000	2.814296	27.757114	445.954846	-61.183003	-46.332292	0.494424	103.209520	-140.049007	0.000000	
708	7.07000	1.649858	26.869314	444.428235	-61.013504	-45.517919	0.073946	101.838271	-140.067297	0.000000	
709	7.08000	0.051522	26.026454	442.093048	-60.717426	-44.501961	-0.423857	100.225501	-140.059039	0.000000	
710	7.09000	-1.819796	25.523895	440.023612	-60.402239	-43.641573	-0.875065	98.914243	-139.953936	0.000000	
711	7.10000	-3.278837	24.885790	441.448861	-60.674599	-43.469456	-1.243810	98.336249	-140.062190	0.000000	
712	7.11000	-3.143915	24.296727	441.448960	-60.702336	-43.413029	-1.418610	98.196137	-140.071439	0.000000	
713	7.12000	-2.575387	23.230853	441.452445	-60.712253	-43.492630	-1.566549	98.323991	-139.995903	0.000000	
714	7.13000	-1.941015	22.075246	440.293333	-60.704330	-43.653568	-1.700805	98.891678	-140.240194	0.000000	
715	7.14000	-1.330619	21.305796	436.267018	-60.134826	-43.473284	-1.784945	99.338942	-140.155007	0.000000	
716	7.15000	-0.492892	20.969093	433.137590	-59.836374	-43.578198	-1.754637	100.224387	-140.444816	0.000000	
717	7.16000	0.210034	20.882191	431.794507	-59.599678	-43.930041	-1.737652	101.286982	-140.324316	0.000000	
718	7.17000	0.412054	21.157962	431.433302	-59.543218	-44.493877	-1.691869	102.660243	-140.336286	0.000000	
719	7.18000	0.249861	21.615200	432.591752	-59.748756	-45.233262	-1.677304	104.108416	-140.478977	0.000000	
720	7.19000	-0.298286	22.003049	435.450308	-60.243995	-46.102955	-1.698424	105.469896	-140.732171	0.000000	
721	7.20000	-0.572865	21.731156	435.984804	-60.342387	-46.613502	-1.734051	106.536361	-140.760727	0.000000	
722	7.21000	-0.187343	21.642343	435.448565	-60.305154	-47.068267	-1.656459	107.676916	-140.839941	0.000000	
723	7.22000	0.951778	21.189575	434.561873	-60.252005	-47.057881	-1.548661	107.768406	-140.962470	0.000000	
724	7.23000	0.792373	20.278667	432.506703	-60.019079	-46.599806	-1.631072	107.238223	-141.007531	0.000000	
725	7.24000	0.131160	19.844059	429.462269	-59.568374	-45.940258	-1.721875	106.527525	-140.914527	0.000000	
726	7.25000	0.156470	19.886151	427.048557	-59.117497	-45.245649	-1.612218	105.503155	-140.657136	0.000000	
727	7.26000	0.590218	19.929963	424.548458	-58.812065	-44.542385	-1.494343	104.429487	-140.768063	0.000000	
728	7.27000	0.136946	20.085686	424.101008	-58.704796	-43.977928	-1.493772	103.252067	-140.678007	0.000000	
729	7.28000	-0.133372	20.355003	423.923019	-58.598583	-42.921093	-1.572174	100.828200	-140.511872	0.000000	
730	7.29000	-2.500969	20.574792	423.197671	-58.465857	-41.445458	-1.926380	97.739410	-140.459311	0.000000	
731	7.30000	-4.749820	21.679048	425.336300	-58.559222	-39.618008	-2.230806	93.161499	-140.078558	0.000000	
732	7.31000	-8.683126	22.324304	429.529572	-59.107188	-37.384512	-2.825527	87.415430	-140.050537	0.000000	
733	7.32000	-13.530206	22.922753	430.852271	-59.184962	-34.636704	-3.574861	81.219617	-139.857934	0.000000	
734	7.33000	-16.783370	22.910449	430.575626	-59.191539	-32.087721	-4.120740	75.655346	-139.961693	0.000000	
735	7.34000	-17.571566	22.446274	432.195630	-59.479400	-29.987295	-4.327046	70.583442	-140.061348	0.000000	
736	7.35000	-18.019748	21.710768	432.923353	-59.758464	-28.059261	-4.492576	66.052093	-140.402933	0.000000	
737	7.36000	-18.468795	20.725461	432.038838	-59.729190	-26.283476	-4.625768	62.119673	-140.530368	0.000000	
738	7.37000	-18.483104	19.854222	433.305826	-60.043731	-24.729429	-4.690832	58.351608	-140.765714	0.000000	
739	7.38000	-18.750561	18.937570	432.244531	-60.105125	-23.072990	-4.750851	54.688590	-141.167392	0.000000	
740	7.39000	-18.904800	18.362809	431.002222	-60.075092	-21.479607	-4.788249	51.164905	-141.450067	0.000000	
741	7.40000	-19.078189	17.809306	432.446302	-60.361912	-19.925915	-4.830077	47.415901	-141.590789	0.000000	
742	7.41000	-20.324141	17.640412	432.271983	-60.395159	-18.024539	-4.970993	43.152304	-141.708975	0.000000	
743	7.42000	-21.638270	17.517531	433.349220	-60.590330	-16.461559	-5.116070	39.558917	-141.796591	0.000000	
744	7.43000	-21.881740	17.216702	436.668227	-61.128075	-15.629055	-5.189418	37.370842	-141.925359	0.000000	
745	7.44000	-21.080043	16.964988	438.111030	-61.429950	-14.994064	-5.141045	35.723528	-142.125117	0.000000	
746	7.45000	-20.439410	17.077461	437.489594	-61.241505	-14.346152	-5.074133	34.235142	-141.906071	0.000000	
747	7.46000	-19.547527	17.781734	438.748137	-61.351264	-13.755676	-4.971168	32.708300	-141.814617	0.000000	
748	7.47000	-19.044975	18.371999	437.586962	-61.081218	-12.861081	-4.941104	30.705768	-141.627001	0.000000	
749	7.48000	-19.182735	18.825339	434.273406	-60.512498	-11.836270	-4.987805	28.596254	-141.437221	0.000000	
750	7.49000	-19.639057	19.074542	432.746401	-60.123326	-11.304570	-5.106796	27.512336	-141.058850	0.000000	
751	7.50000	-18.475691	19.439267	432.215528	-59.979179	-10.966527	-4.953642	26.656521	-140.932030	0.000000	
752	7.51000	-17.746499	20.257965	430.068924	-59.535737	-10.444429	-4.795251	25.509697	-140.678991	0.000000	
753	7.52000	-18.132904	20.824790	430.154811	-59.444941	-10.143958	-4.808581	24.842050	-140.492778	0.000000	
754	7.53000	-17.948065	20.982179	430.247012	-59.400335	-9.898669	-4.717314	24.249279	-140.373752	0.000000	
755	7.54000	-17.398617	20.867366	430.253049	-59.392559	-9.653248	-4.608408	23.627273	-140.343005	0.000000	
756	7.55000	-18.011199	20.660145	431.325140	-59.456374	-9.472103	-4.698914	23.204496	-140.123726	0.000000	
