NO_OF_FRAMES	1561
NO_OF_CAMERAS	14
NO_OF_MARKERS	19
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2019-10-11, 16:28:43	103157.88783225
DATA_INCLUDED	3D
MARKER_NAMES	1 - Head	2 - L_Shoulder	3 - L_Elbow	4 - L_Wrist	5 - R_Shoulder	6 - R_Elbow	7 - R_Wrist	8 - L_Hip	9 - L_Knee	10 - L_Ankle	11 - L_Heel	12 - L_Meta_V	13 - L_Toe_II	14 - R_Hip	15 - R_Knee	16 - R_Ankle	17 - R_Heel	18 - R_Meta_V	19 - R_Toe_II
Frame	Time	1 - Head X	1 - Head Y	1 - Head Z	2 - L_Shoulder X	2 - L_Shoulder Y	2 - L_Shoulder Z	3 - L_Elbow X	3 - L_Elbow Y	3 - L_Elbow Z	4 - L_Wrist X	4 - L_Wrist Y	4 - L_Wrist Z	5 - R_Shoulder X	5 - R_Shoulder Y	5 - R_Shoulder Z	6 - R_Elbow X	6 - R_Elbow Y	6 - R_Elbow Z	7 - R_Wrist X	7 - R_Wrist Y	7 - R_Wrist Z	8 - L_Hip X	8 - L_Hip Y	8 - L_Hip Z	9 - L_Knee X	9 - L_Knee Y	9 - L_Knee Z	10 - L_Ankle X	10 - L_Ankle Y	10 - L_Ankle Z	11 - L_Heel X	11 - L_Heel Y	11 - L_Heel Z	12 - L_Meta_V X	12 - L_Meta_V Y	12 - L_Meta_V Z	13 - L_Toe_II X	13 - L_Toe_II Y	13 - L_Toe_II Z	14 - R_Hip X	14 - R_Hip Y	14 - R_Hip Z	15 - R_Knee X	15 - R_Knee Y	15 - R_Knee Z	16 - R_Ankle X	16 - R_Ankle Y	16 - R_Ankle Z	17 - R_Heel X	17 - R_Heel Y	17 - R_Heel Z	18 - R_Meta_V X	18 - R_Meta_V Y	18 - R_Meta_V Z	19 - R_Toe_II X	19 - R_Toe_II Y	19 - R_Toe_II Z	
835	8.34000	-42.528	124.460	1660.207	152.784	211.960	1389.267	228.953	258.186	1032.693	173.859	215.083	776.703	-200.902	238.418	1390.658	-277.250	262.600	1040.633	-228.509	206.695	776.372	162.830	383.211	906.272	144.479	367.918	491.193	158.391	386.335	77.269	114.161	439.966	34.779	182.872	277.943	26.508	97.744	180.496	28.378	-184.276	388.301	923.062	-180.354	358.138	500.464	-183.051	416.204	71.932	-133.343	461.072	32.500	-219.423	307.363	32.872	-146.092	201.942	29.979
836	8.35000	-42.973	131.757	1664.751	153.267	216.535	1392.337	229.080	260.221	1035.618	173.424	215.494	779.892	-201.327	243.386	1393.119	-277.587	265.237	1043.440	-228.466	207.674	779.098	163.157	380.329	906.172	144.164	367.821	491.190	158.417	386.366	77.227	114.230	439.972	34.747	182.816	277.956	26.539	97.839	180.682	28.502	-184.205	385.858	923.090	-179.921	358.804	500.599	-183.148	415.981	72.348	-133.099	461.173	32.303	-219.337	307.305	32.859	-146.053	201.831	29.897
837	8.36000	-43.361	139.109	1668.889	153.651	221.139	1395.034	229.431	261.976	1037.658	173.379	215.884	782.498	-201.728	248.132	1395.562	-277.614	267.742	1045.261	-228.895	208.338	781.288	163.117	377.038	906.049	144.120	367.887	491.302	158.370	386.385	77.227	114.319	440.008	34.723	182.820	277.966	26.540	97.807	180.643	28.510	-184.127	383.213	923.073	-179.813	359.752	500.387	-182.979	416.264	71.784	-133.027	461.156	32.466	-219.685	307.388	32.690	-146.304	201.865	30.087
838	8.37000	-43.694	146.350	1672.761	153.972	225.638	1397.428	229.601	264.257	1039.752	174.417	216.591	784.938	-202.156	252.897	1397.567	-278.032	269.905	1046.685	-229.173	209.383	783.431	163.396	374.391	905.984	143.776	367.766	491.406	158.383	386.355	77.268	114.310	439.988	34.797	182.879	277.997	26.552	97.808	180.587	28.403	-183.721	380.088	922.660	-180.820	361.231	500.815	-182.870	416.206	72.129	-132.993	461.127	32.741	-219.627	307.398	32.668	-146.463	202.068	30.358
839	8.38000	-44.053	153.458	1675.995	154.421	230.205	1399.792	230.069	266.107	1041.551	174.215	216.760	786.997	-202.545	257.708	1399.527	-278.312	272.055	1048.725	-229.191	210.241	785.679	163.317	371.189	905.839	143.577	367.725	491.310	158.368	386.470	77.269	114.191	439.916	34.789	182.730	277.900	26.490	97.993	180.657	28.424	-183.643	377.923	922.565	-180.391	362.052	500.741	-182.886	416.337	71.985	-132.969	461.267	32.664	-219.558	307.373	32.695	-146.095	201.821	29.826
840	8.39000	-44.653	160.246	1679.529	154.820	234.543	1401.934	230.592	267.880	1043.686	175.187	217.671	789.228	-202.953	262.350	1401.161	-278.626	274.030	1050.384	-229.445	210.906	787.387	163.481	368.513	905.737	143.813	367.947	491.143	158.321	386.569	77.285	114.172	439.968	34.814	182.575	277.865	26.456	97.683	180.577	28.392	-183.590	375.406	922.411	-180.043	362.664	500.590	-182.771	416.558	71.654	-132.681	460.984	32.762	-219.546	307.447	32.619	-146.363	201.824	30.589
841	8.40000	-44.731	167.005	1682.562	155.169	238.936	1403.930	231.657	269.807	1045.763	175.495	218.329	790.772	-203.161	267.010	1402.430	-278.425	276.055	1051.539	-229.173	211.563	789.046	163.563	365.637	905.504	143.645	367.984	491.018	158.270	386.579	77.210	114.162	439.909	34.774	182.506	277.844	26.314	97.744	180.425	28.438	-182.873	371.079	921.958	-180.241	362.602	500.925	-182.542	416.095	71.960	-132.687	461.041	32.857	-219.545	307.358	32.613	-146.226	201.808	30.007
842	8.41000	-45.061	173.767	1685.492	155.594	243.320	1405.554	232.015	271.853	1047.167	176.716	218.882	792.724	-203.447	271.608	1403.473	-278.555	278.353	1052.621	-229.039	212.558	791.679	163.701	363.008	905.422	143.780	368.121	491.107	158.237	386.675	77.280	114.161	440.037	34.797	182.573	277.823	26.281	97.891	180.532	28.407	-182.628	368.710	921.782	-179.172	363.216	500.307	-182.390	415.987	71.532	-132.457	461.132	33.128	-219.432	307.320	32.754	-146.078	201.733	30.005
843	8.42000	-45.068	180.455	1688.100	156.102	247.311	1406.894	232.435	273.413	1048.410	176.772	219.346	794.209	-203.692	276.101	1404.474	-278.496	280.467	1053.559	-228.927	213.450	793.029	163.778	360.223	905.160	143.876	368.192	490.921	158.247	386.607	77.198	114.186	439.937	34.805	182.606	277.852	26.274	97.862	180.496	28.455	-182.678	366.425	921.558	-177.290	364.713	499.711	-182.260	415.988	71.769	-132.437	461.175	33.136	-219.443	307.323	32.622	-146.259	201.756	30.058
844	8.43000	-45.908	186.644	1690.490	156.523	251.466	1408.315	232.453	274.936	1049.306	176.944	219.971	795.750	-203.991	280.394	1405.539	-278.290	282.551	1054.271	-228.901	214.473	794.077	163.966	357.544	905.062	143.847	368.293	490.996	158.403	386.631	77.215	114.246	439.931	34.849	182.628	277.784	26.300	97.928	180.604	28.562	-182.546	364.159	921.268	-176.908	364.639	499.996	-182.222	416.151	71.613	-132.440	460.972	32.937	-219.328	307.401	32.609	-146.574	201.837	30.448
845	8.44000	-45.906	192.996	1692.650	156.875	255.504	1409.504	232.732	276.650	1050.417	177.521	220.488	797.252	-204.394	284.483	1406.393	-278.152	284.991	1054.958	-228.453	215.287	794.542	164.145	354.789	904.837	144.105	368.382	491.126	158.544	386.694	77.264	114.313	439.863	34.811	182.705	277.844	26.206	98.130	180.471	28.564	-182.213	362.109	921.143	-176.697	364.548	500.123	-182.120	416.120	71.866	-132.370	461.328	32.704	-219.432	307.442	32.680	-146.701	201.773	30.466
846	8.45000	-46.191	199.038	1694.584	157.347	259.428	1410.683	233.510	277.875	1051.423	178.410	220.788	798.647	-204.746	288.539	1407.038	-278.046	287.098	1055.661	-227.820	216.480	794.969	164.429	352.323	904.781	144.260	368.684	490.945	158.629	386.600	77.150	114.417	439.854	34.839	182.796	277.738	26.153	98.033	180.342	28.489	-182.205	360.578	920.813	-176.518	365.112	500.163	-181.986	416.259	71.570	-132.220	460.833	33.214	-219.360	307.453	32.594	-146.239	201.696	30.106
847	8.46000	-46.190	205.393	1696.553	157.545	263.186	1411.687	234.140	279.607	1052.553	180.463	221.295	799.989	-205.016	292.245	1407.599	-278.109	289.164	1056.138	-228.181	218.169	796.594	164.536	349.949	904.615	144.502	368.919	490.909	158.695	386.794	77.145	114.440	439.859	34.809	182.816	277.831	26.098	97.928	180.480	28.379	-182.183	358.684	920.475	-176.162	365.672	500.124	-181.999	416.379	71.189	-132.133	460.999	32.763	-219.498	307.475	32.639	-146.710	201.798	30.548
848	8.47000	-46.194	211.464	1698.307	157.957	266.871	1412.615	234.499	281.075	1053.487	180.895	221.943	800.671	-205.271	295.969	1407.839	-277.776	291.002	1056.342	-227.712	219.542	797.089	164.768	347.575	904.391	144.508	369.207	490.701	158.748	386.857	77.108	114.548	439.965	34.738	182.847	277.766	26.184	98.052	180.442	28.649	-181.799	357.190	919.966	-175.738	366.049	500.137	-182.026	416.555	71.539	-132.034	460.983	32.943	-219.449	307.453	32.639	-146.613	201.979	30.383
849	8.48000	-46.321	217.344	1699.401	158.315	270.143	1413.278	235.102	282.565	1054.236	181.685	222.633	801.896	-205.443	299.346	1408.061	-277.611	292.794	1056.194	-227.405	220.797	797.489	164.843	345.265	903.989	144.712	369.594	490.684	158.759	386.893	77.097	114.487	440.001	34.799	182.947	277.852	26.046	98.137	180.699	28.582	-181.410	355.352	919.512	-175.542	366.905	500.101	-181.676	416.517	71.599	-131.818	460.869	32.904	-219.597	307.514	32.514	-146.918	201.719	30.641
850	8.49000	-46.628	223.006	1700.758	158.539	273.554	1414.063	235.410	284.334	1054.907	182.242	223.135	802.874	-205.651	302.719	1408.127	-277.474	294.896	1056.524	-226.935	221.976	797.712	165.188	343.368	903.759	144.641	370.014	490.544	158.814	386.929	77.042	114.513	439.971	34.788	182.930	277.877	26.051	98.030	180.731	28.667	-181.383	353.631	919.165	-175.410	368.930	500.340	-181.859	416.826	71.461	-131.935	460.889	32.911	-219.588	307.605	32.621	-146.919	201.886	30.629
851	8.50000	-46.624	228.734	1701.968	158.795	276.937	1414.815	235.659	286.259	1055.673	183.191	224.028	803.780	-205.774	305.901	1408.100	-277.053	296.708	1056.399	-226.306	223.151	797.524	165.382	341.345	903.441	145.063	370.226	490.627	158.802	387.134	77.122	114.478	440.030	34.775	182.991	277.852	25.969	98.219	180.704	28.736	-181.654	351.875	918.905	-175.302	370.215	500.191	-181.484	416.955	71.604	-132.024	460.868	33.012	-219.588	307.586	32.530	-146.983	201.984	30.450
852	8.51000	-46.696	234.106	1702.979	159.158	280.173	1415.586	236.088	288.067	1056.239	184.018	224.892	804.482	-205.998	308.837	1408.021	-276.708	298.809	1056.190	-225.728	224.427	797.853	165.545	339.533	903.201	145.180	370.514	490.534	158.752	387.145	77.067	114.478	440.137	34.798	183.087	277.934	25.964	98.283	180.698	28.762	-181.855	350.145	918.346	-175.261	371.226	500.234	-181.857	417.125	71.550	-131.851	461.009	32.964	-219.522	307.675	32.570	-146.959	201.970	30.587
853	8.52000	-46.694	239.492	1703.933	159.524	283.441	1416.047	236.274	289.735	1056.524	184.958	225.750	805.157	-206.191	311.808	1407.819	-276.692	300.969	1055.958	-225.172	225.841	797.900	165.687	337.761	902.939	145.562	370.753	490.801	158.833	387.329	77.115	114.436	440.167	34.798	183.113	277.903	25.980	98.321	180.803	28.699	-182.426	348.494	918.101	-175.241	372.892	500.221	-181.376	417.229	71.457	-131.966	460.897	33.050	-219.498	307.615	32.537	-146.953	202.032	30.511
854	8.53000	-46.882	244.612	1704.819	159.758	286.506	1416.564	236.715	291.248	1057.210	185.739	226.466	805.965	-206.277	314.580	1407.631	-276.259	302.648	1055.725	-224.712	227.591	797.843	165.861	335.973	902.842	145.654	370.999	490.705	158.835	387.430	76.982	114.432	440.176	34.769	183.158	277.965	25.916	98.524	180.915	28.787	-183.148	346.693	917.841	-174.652	372.717	500.217	-181.332	417.212	71.229	-130.687	460.750	33.549	-219.527	307.703	32.618	-146.935	201.938	30.579
855	8.54000	-46.931	249.549	1705.579	160.006	289.686	1416.870	237.244	292.613	1057.611	186.262	227.296	806.404	-206.417	317.204	1407.395	-275.983	304.551	1055.767	-224.085	229.221	797.898	166.191	334.459	902.665	145.935	371.104	490.934	158.877	387.405	77.005	114.500	440.182	34.822	183.187	277.927	25.779	98.407	180.849	28.748	-182.994	345.021	917.299	-174.195	372.022	499.820	-181.175	417.321	71.283	-131.179	460.984	33.308	-219.408	307.738	32.488	-146.975	201.847	30.486
856	8.55000	-47.035	254.378	1706.162	160.307	292.689	1417.264	237.886	293.744	1058.221	186.990	228.220	807.119	-206.621	319.726	1407.273	-276.060	306.150	1055.728	-223.418	231.062	797.845	166.451	332.963	902.449	146.155	371.155	490.965	158.896	387.484	76.980	114.434	440.199	34.844	183.329	277.959	25.827	98.505	181.180	28.756	-182.128	342.217	916.675	-173.772	371.159	499.717	-181.450	417.250	71.458	-131.361	461.085	33.633	-219.469	307.682	32.622	-146.645	201.929	30.564
857	8.56000	-47.241	259.133	1706.897	160.300	295.599	1417.550	238.683	294.815	1058.991	187.738	229.093	807.736	-206.820	322.140	1407.180	-275.561	307.781	1055.560	-222.724	233.025	797.950	166.595	331.364	902.273	146.409	370.871	491.072	158.957	387.573	77.002	114.506	440.215	34.825	183.332	277.891	25.854	98.477	180.957	28.755	-180.251	339.482	915.547	-173.354	370.036	499.656	-181.236	417.178	71.471	-131.239	460.906	33.734	-219.333	307.658	32.661	-146.634	201.964	30.506
858	8.57000	-47.332	263.710	1707.425	160.543	298.355	1417.832	239.176	296.009	1059.608	188.257	230.176	808.455	-206.904	324.342	1407.149	-275.271	309.856	1055.623	-221.742	234.233	797.606	166.870	329.870	901.959	146.291	370.367	491.214	158.973	387.533	77.020	114.437	440.069	34.922	183.300	277.867	25.721	98.545	180.985	28.907	-180.138	338.042	915.166	-173.043	368.788	499.416	-181.200	416.983	71.521	-131.361	460.995	33.643	-219.407	307.672	32.539	-146.467	202.158	30.310
859	8.58000	-47.291	268.408	1707.950	160.814	300.925	1418.119	239.601	297.569	1060.226	188.604	230.997	809.007	-207.001	326.643	1407.214	-274.961	311.755	1055.813	-221.423	236.729	798.175	167.254	328.603	901.878	146.542	369.722	491.288	159.028	387.390	77.057	114.461	439.940	35.002	183.303	277.900	25.711	98.658	181.011	28.798	-180.159	336.847	915.330	-173.211	367.922	499.526	-181.426	416.856	71.734	-131.278	460.962	33.629	-219.327	307.563	32.523	-146.452	202.100	30.359
860	8.59000	-47.295	272.820	1708.323	160.727	303.547	1418.346	239.765	299.260	1060.687	189.895	232.492	809.657	-206.971	328.601	1407.197	-274.255	313.857	1055.759	-220.543	239.188	798.639	167.571	327.284	901.907	146.470	369.162	491.500	158.984	387.325	77.137	114.508	439.873	35.129	183.289	277.782	25.792	98.434	180.804	28.757	-179.928	335.771	915.393	-172.483	366.289	498.673	-181.466	416.911	71.808	-131.185	460.783	33.511	-219.287	307.567	32.522	-146.553	201.781	30.505
861	8.60000	-47.555	277.038	1708.842	160.969	305.853	1418.534	240.027	300.878	1061.134	191.139	233.775	810.127	-207.049	330.535	1407.113	-274.071	315.789	1055.648	-220.142	241.653	799.040	167.913	326.277	901.994	146.332	368.788	491.671	158.848	387.361	77.118	114.437	439.832	35.211	183.312	277.688	25.709	98.556	180.585	28.793	-179.663	334.681	915.378	-172.346	365.436	499.073	-181.430	416.734	72.147	-130.821	460.520	33.859	-219.340	307.450	32.583	-146.643	201.650	30.543
862	8.61000	-47.698	281.317	1709.226	161.084	308.112	1418.678	240.209	302.495	1061.339	191.543	234.805	810.184	-207.054	332.568	1407.073	-273.673	317.562	1055.713	-219.255	243.879	798.743	168.237	325.306	901.952	146.447	368.530	491.782	158.960	387.230	77.191	114.369	439.823	35.275	183.314	277.753	25.721	98.599	180.596	28.620	-179.764	333.604	915.497	-172.220	364.592	498.950	-181.872	416.643	72.499	-131.117	460.734	33.662	-219.150	307.520	32.626	-146.311	201.050	30.520
863	8.62000	-47.917	285.300	1709.615	161.240	310.291	1418.876	240.340	303.926	1061.763	192.276	236.315	810.176	-207.033	334.225	1407.019	-273.364	319.349	1055.964	-218.375	246.004	798.505	168.574	324.428	901.938	146.275	368.295	491.804	158.753	387.332	77.198	114.211	439.805	35.288	183.332	277.697	25.718	98.647	180.701	28.756	-179.811	332.457	915.631	-173.146	364.694	499.415	-181.439	416.550	72.100	-131.472	460.534	33.899	-219.207	307.337	32.656	-146.369	201.380	30.526
864	8.63000	-48.022	289.394	1709.812	161.206	312.440	1419.173	240.598	304.943	1061.912	193.219	237.484	810.447	-207.024	335.948	1406.956	-272.872	321.026	1055.850	-217.487	248.178	798.385	169.136	323.701	901.957	146.352	368.289	492.021	158.755	387.296	77.224	114.142	439.867	35.277	183.414	277.759	25.615	98.585	180.593	28.645	-178.999	330.496	914.949	-173.002	364.356	499.795	-181.250	416.615	72.317	-131.312	460.624	33.851	-219.106	307.342	32.716	-145.896	201.397	30.107
865	8.64000	-48.224	293.173	1710.135	161.400	314.424	1419.286	240.980	306.137	1062.116	193.967	238.858	810.740	-207.095	337.551	1406.864	-272.603	322.489	1056.017	-216.595	250.326	798.086	169.431	322.901	901.828	146.270	368.242	492.240	158.746	387.329	77.211	114.082	439.920	35.296	183.307	277.744	25.659	98.539	180.591	28.672	-180.297	330.211	915.158	-173.068	364.281	500.128	-181.270	416.470	72.352	-130.903	460.246	34.315	-219.038	307.449	32.779	-146.261	201.076	30.481
866	8.65000	-48.143	296.828	1710.073	161.642	316.465	1419.266	241.391	306.998	1062.226	194.187	239.916	810.847	-207.132	339.044	1406.749	-272.037	324.399	1055.674	-216.246	252.804	797.946	169.760	322.271	901.805	146.334	368.270	492.099	158.695	387.440	77.273	114.089	439.911	35.316	183.319	277.682	25.710	98.594	180.628	28.750	-183.071	333.048	917.232	-173.592	364.613	500.671	-181.443	416.419	72.009	-130.651	460.467	33.932	-218.984	307.449	32.660	-145.862	201.196	30.206
867	8.66000	-48.188	300.531	1710.127	161.683	318.344	1419.146	241.683	308.063	1062.317	194.885	241.292	810.796	-207.133	340.437	1406.438	-271.517	326.475	1055.230	-215.721	254.652	797.619	169.645	321.700	901.601	146.377	368.172	492.117	158.669	387.450	77.269	114.154	439.944	35.256	183.143	277.616	25.525	98.725	180.676	28.730	-186.459	336.403	920.625	-173.152	364.348	500.559	-181.181	416.224	72.281	-130.541	460.352	34.076	-218.777	307.425	32.611	-146.316	200.996	30.628
868	8.67000	-48.206	303.927	1710.314	161.872	320.204	1419.032	241.976	309.140	1062.277	195.361	242.657	810.828	-207.165	341.846	1406.095	-271.032	328.395	1054.817	-214.987	256.399	797.183	169.749	321.195	901.313	146.298	368.123	492.026	158.661	387.419	77.133	114.109	439.931	35.286	183.114	277.571	25.541	98.534	180.782	28.892	-186.236	335.245	920.343	-173.574	364.507	500.949	-181.359	416.539	71.899	-130.981	460.267	34.328	-218.863	307.405	32.770	-146.222	201.483	30.465
869	8.68000	-48.280	307.295	1710.278	161.932	321.876	1418.849	242.062	310.481	1062.270	195.532	244.105	810.438	-207.178	343.272	1405.572	-270.357	330.323	1054.027	-215.128	258.540	796.765	169.742	320.802	901.345	146.459	367.831	492.517	158.747	387.425	77.124	114.243	439.910	35.216	183.403	277.973	25.660	98.455	180.627	28.704	-186.231	333.692	920.831	-173.639	364.359	500.932	-181.554	416.707	72.516	-130.590	460.433	33.790	-218.917	307.490	32.670	-145.938	201.640	30.206
870	8.69000	-48.346	310.565	1710.315	161.936	323.531	1418.511	242.194	311.722	1061.852	195.971	244.990	810.346	-207.195	344.597	1404.976	-270.000	331.996	1053.017	-214.266	260.360	795.763	169.593	320.380	901.189	146.352	367.724	492.183	158.788	387.461	77.188	114.251	439.922	35.131	183.372	278.023	25.626	98.540	180.882	28.765	-187.980	332.260	920.954	-173.578	364.032	501.017	-181.463	416.606	72.282	-131.166	460.236	33.711	-218.908	307.453	32.802	-145.694	201.524	30.104
871	8.70000	-48.370	313.684	1710.413	162.103	325.154	1418.156	242.217	312.981	1061.574	196.219	246.160	809.665	-207.179	346.115	1404.321	-269.429	333.000	1052.132	-213.652	261.946	794.800	169.411	320.031	901.099	146.377	367.359	492.371	158.831	387.378	77.220	114.275	440.009	35.208	183.254	277.740	25.606	98.542	180.676	28.699	-190.546	330.929	920.762	-173.461	363.669	501.014	-181.322	416.596	71.916	-131.186	460.610	33.770	-218.903	307.434	32.618	-145.937	201.510	30.404
872	8.71000	-48.301	316.750	1710.352	162.182	326.554	1417.919	242.145	314.140	1061.193	196.151	247.088	809.248	-207.105	347.562	1403.854	-269.212	333.857	1051.614	-212.892	263.454	794.196	168.619	319.354	900.877	146.444	367.257	492.253	158.907	387.364	77.102	114.481	440.047	35.213	183.244	277.784	25.585	98.594	180.828	28.871	-192.990	329.682	920.307	-174.420	363.564	501.321	-181.493	416.521	72.260	-131.354	460.513	33.691	-219.027	307.459	32.785	-145.558	201.572	30.263
873	8.72000	-48.425	319.865	1710.243	162.298	327.838	1417.577	241.817	315.495	1060.811	196.115	248.203	808.784	-207.105	348.931	1403.480	-268.681	334.814	1051.122	-212.472	264.838	793.072	168.601	319.021	900.832	146.447	366.909	492.429	159.110	387.251	77.081	114.581	440.006	35.180	183.256	277.900	25.577	98.451	180.743	28.759	-194.375	328.500	919.640	-174.217	363.065	501.160	-181.688	416.455	72.391	-131.028	460.711	33.790	-219.063	307.470	32.754	-145.547	201.827	30.019
874	8.73000	-48.394	322.631	1710.261	162.381	329.216	1417.354	241.867	316.286	1060.555	196.204	249.294	808.570	-207.225	350.168	1403.012	-268.466	335.574	1050.818	-211.943	266.023	792.502	168.734	318.821	900.794	146.468	366.779	492.260	159.240	387.309	77.080	114.848	439.933	35.084	183.512	277.969	25.717	98.653	180.951	28.794	-193.763	327.364	918.812	-174.307	362.753	501.043	-181.889	416.534	72.144	-131.765	460.792	33.492	-219.030	307.449	32.777	-145.779	201.951	30.145
875	8.74000	-48.382	325.508	1710.114	162.516	330.446	1417.150	241.481	317.430	1060.242	196.614	250.487	808.478	-207.165	351.501	1402.736	-268.087	336.342	1050.556	-211.028	266.545	791.993	168.525	318.369	900.607	146.360	366.498	492.230	159.238	387.234	77.060	114.718	440.140	35.073	183.473	277.919	25.734	98.437	181.041	28.897	-190.218	326.257	917.874	-174.350	362.601	500.954	-181.710	416.340	71.750	-131.577	460.821	33.225	-219.097	307.533	32.692	-145.751	202.196	30.426
876	8.75000	-48.455	328.101	1710.139	162.636	331.735	1417.009	241.300	318.463	1059.944	196.170	251.049	808.232	-207.155	352.723	1402.549	-267.879	337.328	1050.322	-211.045	267.912	792.224	169.266	318.472	900.710	146.446	366.394	492.269	159.161	387.253	77.078	114.769	440.193	35.012	183.416	277.875	25.771	98.591	181.007	28.752	-189.651	326.825	917.771	-174.278	362.346	500.819	-181.559	416.283	71.723	-131.334	460.933	33.635	-219.033	307.398	32.531	-145.975	202.093	30.378
877	8.76000	-48.537	330.666	1710.228	162.503	332.922	1416.893	241.112	319.384	1059.894	195.827	251.538	808.232	-207.159	353.789	1402.528	-267.561	338.180	1050.181	-210.734	268.617	792.234	169.374	318.236	900.794	146.582	366.188	492.286	159.267	387.117	76.963	114.934	440.224	34.989	183.343	277.812	25.736	98.592	181.066	28.817	-189.249	327.656	917.748	-174.568	362.131	500.801	-181.793	416.309	71.834	-131.961	461.002	33.193	-219.096	307.434	32.427	-145.874	202.109	30.666
878	8.77000	-48.429	333.055	1710.207	162.540	333.998	1416.777	240.950	320.379	1059.842	195.253	252.359	807.984	-207.146	354.857	1402.494	-267.309	338.879	1050.158	-210.586	269.266	792.239	169.622	318.201	900.849	146.403	366.117	492.209	159.505	387.207	76.967	114.996	440.195	34.866	183.440	277.872	25.768	98.550	181.196	28.841	-188.931	328.441	917.820	-174.656	361.949	500.717	-181.965	416.543	71.919	-132.077	461.126	33.362	-219.019	307.553	32.589	-145.578	202.222	30.647
879	8.78000	-48.463	335.243	1710.381	162.419	335.092	1416.743	240.759	321.281	1059.774	195.121	253.111	807.869	-207.214	355.622	1402.565	-267.139	339.583	1050.042	-210.725	269.958	792.349	169.539	318.129	900.812	146.311	365.941	492.110	159.389	387.171	77.075	114.910	440.161	34.773	183.461	277.852	25.780	98.516	181.205	28.913	-188.787	328.876	917.841	-174.008	361.590	500.279	-182.066	416.462	71.719	-131.825	461.250	33.240	-219.103	307.508	32.734	-145.817	202.491	30.433
880	8.79000	-48.495	337.429	1710.352	162.536	336.100	1416.833	240.663	322.100	1059.931	195.290	254.278	808.451	-207.207	356.509	1402.668	-267.223	340.065	1050.224	-210.752	270.504	792.462	169.492	318.044	900.902	146.239	365.775	492.341	159.466	387.170	76.995	114.895	440.239	34.805	183.382	277.839	25.822	98.423	181.361	28.831	-188.883	329.095	917.961	-174.476	361.608	500.490	-181.901	416.306	71.860	-132.015	460.982	33.131	-218.979	307.634	32.726	-145.591	202.268	30.269
881	8.80000	-48.611	339.485	1710.360	162.539	336.984	1416.860	240.550	322.862	1059.947	195.419	255.105	808.579	-207.100	357.492	1402.785	-267.360	340.489	1050.566	-211.306	270.927	792.683	169.687	318.065	900.854	146.353	365.706	492.315	159.391	387.075	77.014	114.971	440.213	34.869	183.347	277.880	25.787	98.443	181.027	28.800	-189.040	329.242	918.332	-174.644	361.507	500.584	-181.882	416.359	71.874	-132.119	461.309	33.069	-219.078	307.503	32.660	-145.786	202.302	30.264
882	8.81000	-48.680	341.484	1710.293	162.676	337.834	1416.956	240.415	323.427	1060.038	195.457	255.853	808.420	-207.051	358.388	1402.976	-267.685	340.625	1050.774	-211.413	271.114	792.658	169.313	317.794	900.797	146.287	365.495	492.445	159.434	387.077	77.031	115.133	440.219	34.913	183.344	277.871	25.780	98.440	180.913	28.747	-189.020	329.548	918.339	-175.952	361.689	501.035	-181.745	416.245	71.593	-132.187	461.023	33.156	-219.074	307.466	32.571	-145.844	202.285	30.361
883	8.82000	-48.800	343.316	1710.355	162.666	338.656	1417.080	240.367	324.200	1060.115	195.609	256.613	808.764	-206.990	359.186	1403.070	-267.728	340.200	1050.881	-211.894	271.650	793.038	169.286	317.829	900.697	146.159	365.413	492.428	159.409	387.029	77.101	114.924	440.145	34.913	183.333	277.916	25.809	98.275	180.923	28.731	-189.273	329.789	918.490	-175.340	361.568	500.838	-182.183	416.577	71.915	-131.991	461.047	33.256	-219.013	307.549	32.681	-145.863	202.374	30.683
884	8.83000	-48.838	345.004	1710.284	162.630	339.356	1417.144	240.141	325.008	1060.188	195.492	257.234	808.827	-206.956	360.015	1403.202	-268.187	340.685	1051.384	-212.624	271.693	793.522	169.074	317.874	900.523	146.060	365.276	492.289	159.125	387.076	77.081	114.722	440.214	34.771	183.251	277.992	25.825	98.543	181.283	28.785	-189.296	329.670	918.503	-175.373	361.581	500.826	-181.917	416.232	71.940	-132.263	461.262	33.359	-219.085	307.507	32.617	-145.520	202.083	30.096
885	8.84000	-48.820	346.627	1710.224	162.585	340.215	1417.254	240.034	325.877	1060.266	195.369	258.015	808.672	-206.866	360.795	1403.337	-268.535	341.164	1051.682	-212.567	271.725	793.413	168.726	317.752	900.687	145.965	365.324	492.515	159.251	387.032	77.144	114.584	440.122	34.756	183.258	278.011	25.863	98.545	181.269	28.819	-189.291	329.648	918.129	-175.380	361.693	500.847	-182.012	416.400	71.936	-132.290	461.052	33.161	-219.159	307.431	32.552	-145.783	202.193	30.243
886	8.85000	-48.924	348.081	1710.192	162.498	341.124	1417.310	239.956	326.840	1060.424	195.290	258.948	808.825	-206.836	361.557	1403.387	-268.622	341.181	1052.007	-213.206	271.909	793.620	168.916	317.938	900.763	145.929	365.279	492.477	159.136	387.042	77.102	114.655	440.094	34.812	183.231	278.049	25.743	98.514	181.119	28.772	-189.394	329.644	918.279	-175.217	361.832	500.793	-181.747	416.307	71.463	-132.158	461.121	33.028	-219.096	307.455	32.644	-145.869	202.313	30.701
