NO_OF_FRAMES	442
NO_OF_CAMERAS	14
NO_OF_MARKERS	19
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2019-10-11, 16:14:55	102329.79542777
DATA_INCLUDED	3D
MARKER_NAMES	1 - Head	2 - L_Shoulder	3 - L_Elbow	4 - L_Wrist	5 - R_Shoulder	6 - R_Elbow	7 - R_Wrist	8 - L_Hip	9 - L_Knee	10 - L_Ankle	11 - L_Heel	12 - L_Meta_V	13 - L_Toe_II	14 - R_Hip	15 - R_Knee	16 - R_Ankle	17 - R_Heel	18 - R_Meta_V	19 - R_Toe_II
Frame	Time	1 - Head X	1 - Head Y	1 - Head Z	2 - L_Shoulder X	2 - L_Shoulder Y	2 - L_Shoulder Z	3 - L_Elbow X	3 - L_Elbow Y	3 - L_Elbow Z	4 - L_Wrist X	4 - L_Wrist Y	4 - L_Wrist Z	5 - R_Shoulder X	5 - R_Shoulder Y	5 - R_Shoulder Z	6 - R_Elbow X	6 - R_Elbow Y	6 - R_Elbow Z	7 - R_Wrist X	7 - R_Wrist Y	7 - R_Wrist Z	8 - L_Hip X	8 - L_Hip Y	8 - L_Hip Z	9 - L_Knee X	9 - L_Knee Y	9 - L_Knee Z	10 - L_Ankle X	10 - L_Ankle Y	10 - L_Ankle Z	11 - L_Heel X	11 - L_Heel Y	11 - L_Heel Z	12 - L_Meta_V X	12 - L_Meta_V Y	12 - L_Meta_V Z	13 - L_Toe_II X	13 - L_Toe_II Y	13 - L_Toe_II Z	14 - R_Hip X	14 - R_Hip Y	14 - R_Hip Z	15 - R_Knee X	15 - R_Knee Y	15 - R_Knee Z	16 - R_Ankle X	16 - R_Ankle Y	16 - R_Ankle Z	17 - R_Heel X	17 - R_Heel Y	17 - R_Heel Z	18 - R_Meta_V X	18 - R_Meta_V Y	18 - R_Meta_V Z	19 - R_Toe_II X	19 - R_Toe_II Y	19 - R_Toe_II Z	
106	1.05000	245.381	226.794	1710.727	201.539	431.089	1427.500	173.642	540.736	1084.127	251.246	561.338	833.543	186.209	71.802	1402.773	165.998	-11.380	1061.292	248.298	-28.069	803.819	233.630	437.194	892.568	193.931	414.871	486.700	184.343	425.338	74.911	138.855	372.375	33.951	285.223	467.767	25.609	391.681	407.094	31.513	231.490	82.671	910.727	210.683	96.152	492.756	169.085	98.511	70.376	128.799	153.522	33.559	272.016	53.857	30.650	383.418	105.835	29.857
107	1.06000	245.217	226.524	1710.707	201.438	431.047	1427.494	173.766	540.853	1084.099	251.532	561.482	833.702	186.075	71.815	1402.729	165.789	-11.365	1061.206	248.216	-27.923	803.792	233.723	437.276	892.589	193.899	414.728	486.838	184.439	425.398	74.938	138.869	372.367	34.026	285.208	467.808	25.673	391.344	407.564	31.220	231.488	82.705	910.642	210.804	96.207	492.775	169.185	98.464	70.399	128.982	153.618	33.537	271.844	53.799	30.833	383.394	105.582	30.202
108	1.07000	244.972	226.246	1710.653	201.411	431.105	1427.434	173.895	540.919	1084.124	251.766	561.550	833.724	185.868	71.780	1402.739	165.624	-11.381	1061.105	248.416	-27.776	803.705	233.693	437.309	892.556	193.938	414.932	486.713	184.454	425.355	74.830	138.798	372.368	34.017	285.192	467.770	25.640	391.706	407.103	31.420	231.477	82.696	910.636	210.661	96.227	492.818	169.326	98.524	70.249	128.991	153.686	33.475	271.847	53.884	30.869	383.667	105.654	30.230
109	1.08000	244.596	225.917	1710.669	201.353	431.026	1427.442	173.998	541.041	1084.132	252.038	561.777	833.748	185.768	71.751	1402.603	165.542	-11.359	1061.219	248.214	-27.948	803.670	233.618	437.370	892.613	194.010	414.969	486.732	184.482	425.385	74.894	138.834	372.358	34.012	285.203	467.814	25.623	391.541	407.265	31.520	231.424	82.736	910.675	210.614	96.276	492.737	168.891	98.532	70.313	128.892	153.690	33.567	271.913	53.824	30.698	383.708	105.725	30.092
110	1.09000	244.406	225.707	1710.617	201.223	430.978	1427.422	174.104	541.138	1084.126	252.258	561.820	833.738	185.595	71.733	1402.540	165.451	-11.179	1061.060	248.231	-27.840	803.686	233.669	437.335	892.593	193.880	414.864	486.859	184.446	425.380	74.912	138.882	372.321	33.993	285.231	467.696	25.609	391.367	407.540	31.264	231.405	82.717	910.635	210.616	96.220	492.782	168.983	98.583	70.199	128.822	153.509	33.525	271.963	53.823	30.740	383.569	105.551	29.844
111	1.10000	244.254	225.429	1710.610	201.029	430.935	1427.366	174.168	541.124	1084.108	252.422	561.946	833.774	185.424	71.742	1402.512	165.458	-11.233	1060.928	248.454	-27.744	803.531	233.604	437.393	892.619	193.840	414.936	486.742	184.417	425.422	74.887	138.914	372.382	33.893	285.246	467.724	25.634	391.353	407.195	31.293	231.429	82.725	910.514	210.564	96.287	492.806	168.815	98.476	70.476	128.764	153.467	33.712	271.873	53.890	30.684	383.653	105.537	30.184
112	1.11000	244.041	225.159	1710.586	201.092	430.952	1427.348	174.253	541.190	1084.085	252.758	562.175	833.711	185.298	71.642	1402.415	165.377	-11.191	1060.885	248.345	-27.676	803.395	233.626	437.313	892.573	193.731	414.852	486.672	184.412	425.415	74.932	138.862	372.430	33.960	285.225	467.699	25.666	391.661	407.094	31.544	231.361	82.753	910.607	210.553	96.312	492.787	169.062	98.440	70.400	128.470	153.576	33.695	271.914	53.931	30.793	383.824	105.458	30.178
113	1.12000	243.830	224.832	1710.596	201.076	430.876	1427.278	174.139	541.110	1084.083	252.734	562.225	833.776	185.192	71.601	1402.353	165.018	-11.407	1060.824	247.885	-27.829	803.312	233.514	437.380	892.597	193.776	414.747	486.848	184.407	425.368	74.912	138.877	372.376	33.944	285.262	467.741	25.605	391.561	407.170	31.440	231.643	82.710	910.566	210.453	96.303	492.751	169.058	98.618	70.157	128.939	153.671	33.515	271.994	54.030	30.793	384.044	105.601	30.306
114	1.13000	243.756	224.648	1710.490	200.917	430.833	1427.292	174.244	541.194	1083.953	252.955	562.297	833.788	185.064	71.581	1402.254	165.267	-11.118	1060.673	248.019	-27.700	803.237	233.477	437.397	892.544	193.843	414.865	486.853	184.408	425.410	74.946	138.854	372.339	33.971	285.158	467.752	25.596	390.903	407.118	30.920	231.575	82.775	910.704	210.386	96.362	492.711	169.056	98.470	70.310	128.906	153.702	33.515	271.997	53.967	30.833	382.110	105.990	28.927
115	1.14000	243.646	224.408	1710.550	200.820	430.811	1427.250	174.214	541.096	1084.023	253.101	562.285	833.650	185.009	71.538	1402.176	165.177	-11.133	1060.536	247.853	-27.562	803.181	233.464	437.413	892.605	193.672	415.027	486.789	184.406	425.406	74.903	138.793	372.375	33.993	285.283	467.660	25.672	391.289	406.897	30.954	231.216	82.836	910.569	210.431	96.352	492.727	168.937	98.531	70.330	128.592	153.677	33.707	271.928	53.858	30.779	382.304	105.932	28.896
116	1.15000	243.496	224.145	1710.488	200.826	430.737	1427.220	174.217	541.075	1083.943	253.102	562.282	833.677	184.988	71.516	1402.133	164.985	-11.190	1060.299	247.751	-27.637	803.135	233.507	437.410	892.572	193.751	414.922	486.806	184.366	425.362	74.917	138.807	372.358	34.000	285.231	467.716	25.664	391.704	406.967	31.339	231.493	82.821	910.608	210.362	96.368	492.722	168.886	98.457	70.465	128.577	153.546	33.625	271.815	53.872	30.824	382.027	105.988	28.802
117	1.16000	243.459	223.970	1710.502	200.799	430.747	1427.195	174.214	541.067	1083.948	253.130	562.372	833.715	184.911	71.447	1402.071	164.879	-11.069	1060.068	247.949	-27.289	802.954	233.357	437.459	892.581	193.577	415.008	486.846	184.439	425.347	74.847	138.857	372.364	34.015	285.314	467.699	25.587	391.659	407.061	31.269	231.312	82.841	910.612	210.339	96.430	492.750	168.920	98.591	70.214	128.809	153.571	33.455	271.850	53.925	30.817	384.520	105.423	30.831
118	1.17000	243.446	223.682	1710.460	200.658	430.595	1427.147	174.232	541.001	1083.917	253.277	562.390	833.676	184.829	71.425	1401.995	165.034	-10.914	1060.209	248.018	-27.045	802.905	233.365	437.432	892.608	193.673	415.018	486.671	184.432	425.408	74.936	138.807	372.387	33.997	285.257	467.689	25.665	391.325	407.154	31.215	231.306	82.830	910.621	210.304	96.374	492.751	169.282	98.624	70.038	128.539	153.603	33.652	271.891	53.909	30.685	382.123	105.992	28.846
119	1.18000	243.329	223.485	1710.449	200.592	430.548	1427.115	174.131	541.004	1083.902	253.291	562.275	833.644	184.861	71.361	1401.917	164.924	-10.943	1060.130	247.979	-26.950	802.813	233.208	437.493	892.619	193.615	414.924	486.760	184.484	425.408	74.905	138.821	372.349	34.001	285.292	467.676	25.648	391.848	406.926	31.336	231.176	82.868	910.593	210.303	96.346	492.768	169.017	98.675	70.007	128.236	153.523	33.820	271.839	53.787	30.654	382.143	105.991	28.913
120	1.19000	243.371	223.300	1710.416	200.557	430.536	1427.075	174.275	540.903	1083.856	253.361	562.269	833.644	184.724	71.344	1401.918	164.802	-10.896	1059.978	247.893	-26.760	802.659	233.237	437.466	892.604	193.650	415.042	486.834	184.460	425.372	74.922	138.859	372.355	33.922	285.269	467.704	25.670	391.567	407.010	31.169	231.147	82.906	910.571	210.234	96.350	492.756	169.220	98.468	70.356	128.398	153.477	33.697	271.978	53.957	30.675	382.419	105.710	29.089
121	1.20000	243.361	223.183	1710.464	200.451	430.458	1427.041	174.188	540.790	1083.794	253.314	562.236	833.654	184.627	71.292	1401.859	164.536	-10.821	1059.871	247.838	-26.559	802.573	233.174	437.508	892.627	193.573	415.018	486.735	184.437	425.390	74.888	138.770	372.379	34.010	285.309	467.678	25.634	390.828	407.241	30.880	231.023	82.937	910.583	210.215	96.461	492.732	169.213	98.439	70.161	128.905	153.766	33.326	271.918	53.909	30.752	382.053	105.924	28.664
122	1.21000	243.337	222.923	1710.427	200.311	430.357	1427.019	174.224	540.673	1083.745	253.337	562.159	833.586	184.568	71.214	1401.823	164.603	-10.772	1059.965	247.803	-26.321	802.476	233.162	437.528	892.564	193.547	415.032	486.720	184.454	425.437	74.904	138.802	372.372	33.948	285.237	467.687	25.609	391.821	406.837	31.146	230.953	82.937	910.514	210.182	96.461	492.788	169.177	98.471	70.364	128.378	153.396	33.706	271.928	53.831	30.749	382.036	105.988	28.834
123	1.22000	243.471	222.933	1710.518	200.215	430.317	1426.929	174.159	540.562	1083.670	253.500	562.131	833.456	184.575	71.167	1401.767	164.523	-10.420	1059.790	247.743	-26.266	802.427	233.098	437.570	892.619	193.619	415.147	486.698	184.410	425.406	74.924	138.819	372.350	33.989	285.265	467.695	25.704	391.585	407.047	31.166	230.841	82.961	910.527	209.993	96.509	492.753	169.477	98.772	69.938	128.333	153.526	33.667	271.852	53.865	30.843	382.086	105.991	28.799
124	1.23000	243.377	222.705	1710.490	200.098	430.277	1426.873	173.985	540.376	1083.607	253.424	561.901	833.426	184.429	71.173	1401.709	164.545	-10.419	1059.534	247.524	-26.023	802.239	233.014	437.624	892.626	193.426	415.162	486.777	184.454	425.426	74.880	138.870	372.366	33.958	285.238	467.819	25.643	391.435	407.127	31.326	230.780	82.950	910.488	210.011	96.494	492.747	169.184	98.717	69.938	128.415	153.576	33.716	271.860	53.963	30.802	382.235	105.926	28.889
125	1.24000	243.573	222.607	1710.544	199.996	430.175	1426.786	173.939	540.256	1083.479	253.347	561.892	833.559	184.434	71.125	1401.570	164.404	-10.195	1059.390	247.569	-25.853	802.274	232.975	437.614	892.587	193.349	415.190	486.766	184.458	425.387	74.891	138.822	372.356	33.994	285.193	467.745	25.629	391.622	407.045	31.212	231.020	83.034	910.652	209.952	96.492	492.806	169.272	98.875	69.892	128.704	153.551	33.641	271.906	53.901	30.704	382.123	105.919	28.835
126	1.25000	243.521	222.600	1710.535	199.845	430.093	1426.683	173.872	540.112	1083.399	253.305	561.819	833.416	184.311	71.026	1401.463	164.093	-10.319	1059.289	247.505	-25.593	802.102	233.006	437.702	892.641	193.389	415.155	486.751	184.447	425.447	74.867	138.769	372.375	34.010	285.228	467.698	25.617	391.196	407.133	30.969	230.934	83.058	910.646	209.827	96.507	492.765	169.176	98.581	69.973	128.897	153.681	33.564	271.646	53.905	30.915	382.140	105.988	29.026
127	1.26000	243.591	222.469	1710.513	199.613	430.004	1426.537	173.802	539.993	1083.294	253.364	561.528	833.261	184.169	70.950	1401.399	163.929	-10.260	1058.931	247.395	-25.546	802.076	232.868	437.668	892.578	193.368	415.081	486.720	184.457	425.410	74.833	138.789	372.386	33.988	285.237	467.687	25.602	391.488	407.216	31.245	230.976	83.027	910.532	209.759	96.528	492.748	169.187	98.812	69.653	128.867	153.699	33.549	271.899	53.852	30.671	382.307	105.762	29.355
128	1.27000	243.756	222.494	1710.542	199.464	429.942	1426.369	173.741	539.875	1083.200	253.362	561.588	833.070	184.134	70.909	1401.311	163.889	-10.184	1058.806	247.515	-25.439	801.810	232.711	437.761	892.618	193.239	415.230	486.736	184.468	425.435	74.896	138.770	372.340	33.978	285.304	467.756	25.596	391.665	407.132	31.198	230.773	83.114	910.559	209.689	96.531	492.760	169.304	98.862	69.877	128.296	153.419	33.778	271.806	53.990	30.766	382.045	105.938	28.779
129	1.28000	243.709	222.364	1710.516	199.316	429.859	1426.232	173.669	539.827	1083.047	253.266	561.492	833.063	184.043	70.941	1401.113	163.629	-10.072	1058.702	247.314	-25.275	801.676	232.852	437.719	892.575	193.311	415.166	486.799	184.438	425.433	74.928	138.779	372.379	34.039	285.225	467.745	25.629	391.844	407.271	31.250	230.690	83.168	910.555	209.642	96.522	492.773	169.022	98.742	70.035	128.364	153.410	33.735	271.857	53.898	30.705	382.115	105.911	29.022
130	1.29000	243.906	222.479	1710.566	199.136	429.780	1426.076	173.586	539.630	1082.923	253.267	561.325	832.898	183.949	70.822	1401.004	163.464	-10.117	1058.663	247.212	-25.109	801.543	232.739	437.831	892.642	193.209	415.112	486.903	184.425	425.428	74.878	138.836	372.359	34.017	285.270	467.696	25.573	391.418	407.078	31.252	230.596	83.223	910.544	209.549	96.586	492.784	169.183	98.778	69.742	128.434	153.483	33.663	271.798	53.997	30.785	381.890	105.964	29.083
131	1.30000	243.910	222.537	1710.542	198.939	429.711	1425.909	173.453	539.509	1082.783	253.248	561.199	832.760	183.859	70.796	1400.950	163.389	-10.002	1058.561	247.137	-25.059	801.555	232.660	437.839	892.587	193.172	415.232	486.777	184.371	425.458	74.881	138.842	372.335	33.958	285.273	467.697	25.636	391.473	407.077	31.180	230.573	83.226	910.563	209.445	96.631	492.790	169.511	98.654	69.994	128.307	153.479	33.689	272.040	53.989	30.617	382.077	105.918	28.786
132	1.31000	243.960	222.823	1710.511	198.838	429.621	1425.731	173.191	539.220	1082.679	253.172	561.033	832.639	183.740	70.734	1400.830	163.194	-10.073	1058.389	247.059	-24.956	801.422	232.669	437.866	892.606	193.121	415.279	486.842	184.451	425.448	74.870	138.819	372.396	33.957	285.136	467.796	25.545	391.370	407.614	31.107	230.578	83.304	910.541	209.432	96.616	492.741	169.055	98.641	69.996	128.342	153.502	33.685	271.855	53.926	30.685	382.424	105.718	29.061
133	1.32000	244.112	222.977	1710.638	198.743	429.567	1425.630	173.067	539.127	1082.569	253.253	560.836	832.453	183.570	70.667	1400.719	163.241	-9.985	1058.175	246.948	-24.737	801.301	232.446	437.949	892.670	193.042	415.370	486.617	184.410	425.418	74.886	138.741	372.343	34.011	285.239	467.700	25.631	391.549	407.154	31.234	230.596	83.375	910.462	209.358	96.637	492.756	169.052	98.802	69.875	128.459	153.327	33.692	271.957	53.807	30.543	381.979	105.988	28.722
134	1.33000	244.204	223.219	1710.618	198.650	429.522	1425.528	172.860	538.880	1082.401	253.011	560.631	832.391	183.438	70.639	1400.632	162.981	-10.035	1058.059	246.926	-24.473	801.093	232.571	437.895	892.610	193.069	415.337	486.762	184.401	425.456	74.880	138.842	372.393	33.963	285.206	467.747	25.601	391.471	407.226	31.203	230.580	83.337	910.450	209.277	96.650	492.793	169.245	98.871	69.819	128.332	153.483	33.776	271.864	53.838	30.770	382.645	105.937	29.281
135	1.34000	244.360	223.584	1710.669	198.577	429.481	1425.450	172.716	538.713	1082.229	252.958	560.410	832.205	183.345	70.589	1400.544	162.847	-10.127	1057.974	246.940	-24.259	800.810	232.404	438.045	892.649	192.913	415.289	486.839	184.337	425.414	74.931	138.796	372.368	33.948	285.199	467.791	25.611	391.410	407.258	31.516	230.526	83.398	910.465	209.193	96.687	492.788	169.191	98.722	69.854	128.375	153.315	33.742	271.697	53.919	30.696	382.213	105.909	28.970
136	1.35000	244.440	223.881	1710.691	198.473	429.355	1425.301	172.546	538.562	1082.096	252.667	560.204	832.170	183.162	70.537	1400.474	162.630	-10.054	1057.937	246.721	-24.158	800.646	232.241	438.043	892.671	192.858	415.263	486.719	184.369	425.484	74.899	138.710	372.390	34.077	285.147	467.813	25.646	391.763	406.982	31.366	230.511	83.357	910.507	209.156	96.718	492.775	169.432	98.673	70.017	128.864	153.621	33.357	271.850	53.852	30.828	381.957	105.905	28.899
137	1.36000	244.609	224.244	1710.720	198.374	429.283	1425.187	172.484	538.349	1082.041	252.483	559.981	832.087	183.030	70.485	1400.313	162.749	-10.071	1057.642	246.486	-24.036	800.302	232.213	438.035	892.639	192.864	415.261	486.859	184.399	425.453	74.844	138.829	372.355	33.985	285.244	467.748	25.630	391.656	407.101	31.602	230.631	83.364	910.466	209.158	96.674	492.764	169.339	98.707	69.828	128.053	153.336	33.820	271.797	53.988	30.722	381.937	106.038	29.165
138	1.37000	244.738	224.554	1710.727	198.388	429.179	1425.105	172.427	538.144	1081.877	252.382	559.739	831.900	182.945	70.391	1400.247	162.421	-10.016	1057.594	246.315	-23.905	800.207	232.097	438.104	892.674	192.798	415.294	486.838	184.322	425.462	74.887	138.788	372.301	33.992	285.205	467.718	25.649	391.660	407.092	31.540	230.606	83.374	910.436	209.162	96.719	492.758	169.239	98.877	69.956	128.211	153.394	33.765	271.818	54.002	30.728	382.504	105.781	29.281
139	1.38000	244.915	224.995	1710.769	198.291	429.140	1425.031	172.206	537.986	1081.838	252.146	559.417	831.830	182.709	70.320	1400.157	162.416	-9.963	1057.555	246.566	-23.593	800.166	231.970	438.090	892.665	192.753	415.325	486.725	184.391	425.473	74.862	138.816	372.347	33.935	285.226	467.805	25.549	391.603	407.118	31.178	230.642	83.362	910.381	209.211	96.696	492.737	169.122	98.845	69.808	128.455	153.554	33.715	271.912	53.807	30.576	382.275	105.749	29.428
140	1.39000	245.128	225.367	1710.834	198.254	429.092	1424.984	172.152	537.801	1081.692	251.932	559.163	831.709	182.606	70.280	1400.146	162.171	-9.789	1057.381	246.256	-23.487	800.118	231.974	438.181	892.676	192.734	415.217	486.643	184.374	425.502	74.901	138.827	372.413	34.012	285.203	467.744	25.629	391.849	407.096	31.450	230.674	83.417	910.420	209.174	96.673	492.785	169.195	98.576	70.197	128.565	153.459	33.647	271.894	53.970	30.689	382.187	106.101	28.946
141	1.40000	245.234	225.730	1710.808	198.089	428.962	1424.964	172.071	537.589	1081.537	251.542	558.885	831.616	182.439	70.224	1400.170	162.050	-9.652	1057.351	246.232	-23.411	799.989	231.845	438.116	892.665	192.691	415.268	486.705	184.356	425.468	74.883	138.824	372.382	34.003	285.246	467.747	25.633	391.499	407.058	31.370	230.718	83.408	910.376	209.259	96.742	492.766	168.892	98.680	70.068	128.323	153.503	33.707	271.824	53.931	30.682	381.910	105.905	28.669
142	1.41000	245.445	226.042	1710.844	197.934	428.914	1424.894	171.940	537.328	1081.547	251.517	558.834	831.527	182.321	70.152	1400.106	162.036	-9.465	1057.334	246.288	-23.245	799.759	231.823	438.105	892.630	192.735	415.283	486.666	184.401	425.448	74.834	138.701	372.348	34.016	285.233	467.697	25.621	391.439	407.360	31.461	230.685	83.425	910.380	209.268	96.760	492.733	169.254	98.748	69.771	128.664	153.723	33.390	271.792	53.950	30.749	383.026	105.701	29.466
143	1.42000	245.603	226.373	1710.894	197.864	428.877	1424.818	171.764	537.123	1081.396	251.510	558.631	831.384	182.190	70.106	1400.129	162.103	-9.374	1057.241	246.274	-23.000	799.773	231.705	438.134	892.660	192.749	415.252	486.660	184.347	425.435	74.866	138.777	372.293	33.967	285.249	467.756	25.640	391.802	406.988	31.567	230.725	83.407	910.372	209.363	96.772	492.740	169.374	98.803	70.042	128.278	153.489	33.779	271.885	53.913	30.719	382.240	105.995	29.017
144	1.43000	245.812	226.673	1710.863	197.707	428.848	1424.733	171.516	536.890	1081.294	251.343	558.154	831.147	182.041	70.072	1400.122	161.700	-9.436	1057.373	245.899	-22.908	799.982	231.677	438.101	892.716	192.635	415.260	486.736	184.354	425.444	74.882	138.832	372.356	33.959	285.196	467.740	25.609	391.539	407.253	31.494	230.793	83.521	910.341	209.399	96.759	492.749	169.093	98.640	70.078	128.399	153.525	33.563	271.764	53.964	30.836	382.078	105.985	28.967
145	1.44000	245.923	226.862	1710.883	197.557	428.801	1424.674	171.379	536.734	1081.093	251.076	558.005	831.051	181.902	70.064	1400.151	161.653	-9.292	1057.463	245.748	-22.623	799.882	231.570	438.131	892.644	192.531	415.201	486.698	184.374	425.441	74.799	138.778	372.247	33.953	285.201	467.776	25.601	391.754	407.086	31.448	230.740	83.489	910.413	209.499	96.679	492.754	169.092	98.680	70.234	128.382	153.495	33.721	271.936	53.897	30.789	382.311	106.075	28.945
146	1.45000	246.142	227.194	1710.876	197.297	428.787	1424.566	171.174	536.579	1080.925	251.021	557.793	830.869	181.858	70.045	1400.154	161.595	-9.069	1057.192	245.715	-22.737	800.038	231.531	438.118	892.633	192.656	415.224	486.682	184.352	425.456	74.860	138.831	372.397	33.959	285.191	467.803	25.603	391.263	407.402	31.278	230.711	83.415	910.437	209.437	96.790	492.734	169.172	98.894	69.870	128.525	153.522	33.604	271.770	53.978	30.627	382.039	105.906	28.994
147	1.46000	246.301	227.385	1710.882	197.136	428.813	1424.495	171.049	536.369	1080.746	250.913	557.573	830.650	181.838	70.033	1400.172	161.360	-9.312	1057.362	245.752	-22.643	799.976	231.504	438.073	892.608	192.643	415.169	486.719	184.321	425.445	74.881	138.729	372.386	34.018	285.189	467.763	25.632	391.711	407.024	31.510	230.776	83.372	910.388	209.471	96.758	492.734	168.987	98.685	70.342	128.785	153.659	33.523	271.911	53.907	30.691	382.708	105.940	29.370
148	1.47000	246.360	227.476	1710.873	196.981	428.825	1424.338	170.845	536.233	1080.576	250.769	557.279	830.547	181.758	70.007	1400.170	161.276	-9.046	1057.323	245.736	-22.533	800.000	231.430	438.054	892.643	192.607	415.248	486.821	184.359	425.443	74.886	138.842	372.347	33.970	285.264	467.696	25.595	391.684	407.138	31.338	230.705	83.351	910.402	209.587	96.727	492.716	169.113	98.841	69.926	128.676	153.564	33.620	271.913	53.920	30.756	382.421	105.780	29.155
149	1.48000	246.514	227.597	1710.855	196.733	428.825	1424.238	170.625	536.138	1080.436	250.458	557.154	830.102	181.647	70.031	1400.202	161.299	-9.003	1057.264	245.164	-22.620	800.067	231.367	438.068	892.664	192.659	415.240	486.647	184.390	425.440	74.870	138.820	372.306	33.938	285.238	467.720	25.643	391.580	407.076	31.123	230.754	83.386	910.365	209.494	96.749	492.714	169.187	98.777	70.007	128.418	153.370	33.739	271.998	53.865	30.771	382.557	106.006	29.249
150	1.49000	246.638	227.694	1710.874	196.581	428.862	1424.059	170.560	536.027	1080.171	250.293	556.729	829.966	181.609	70.032	1400.185	161.173	-9.111	1057.370	245.029	-22.495	800.010	231.409	438.010	892.612	192.505	415.075	486.835	184.277	425.446	74.902	138.800	372.290	33.993	285.257	467.780	25.679	391.467	407.146	31.475	230.672	83.227	910.465	209.495	96.678	492.715	169.033	98.686	70.008	128.200	153.286	33.796	271.939	53.912	30.730	382.289	105.912	28.954
151	1.50000	246.735	227.763	1710.855	196.375	428.875	1423.944	170.385	535.817	1080.047	250.262	556.600	829.881	181.575	70.079	1400.231	161.113	-9.121	1057.327	245.417	-22.650	800.021	231.322	437.966	892.666	192.570	415.190	486.742	184.298	425.433	74.851	138.752	372.385	34.004	285.191	467.799	25.635	391.439	407.571	31.035	230.743	83.266	910.391	209.606	96.683	492.688	169.297	98.715	70.155	128.749	153.585	33.541	271.882	53.967	30.844	382.408	105.695	29.335
152	1.51000	246.850	227.827	1710.742	196.151	428.951	1423.828	170.217	535.703	1079.782	250.224	556.482	829.760	181.571	70.091	1400.209	161.221	-9.153	1057.389	245.298	-22.671	800.235	231.347	437.924	892.610	192.598	415.126	486.726	184.376	425.434	74.857	138.761	372.352	34.009	285.210	467.723	25.565	391.472	407.288	31.528	230.689	83.211	910.427	209.579	96.685	492.764	169.093	98.706	70.237	128.713	153.515	33.558	271.679	53.971	30.829	382.152	105.990	28.945
153	1.52000	247.070	227.911	1710.755	195.987	428.964	1423.702	170.085	535.549	1079.590	250.279	556.068	829.451	181.605	70.154	1400.246	161.241	-9.313	1057.382	245.120	-22.747	800.021	231.324	437.884	892.632	192.532	415.069	486.788	184.339	425.418	74.863	138.843	372.342	33.988	285.234	467.734	25.632	391.653	406.986	31.454	230.611	83.225	910.399	209.664	96.641	492.742	169.077	98.800	69.903	128.462	153.604	33.609	271.888	53.882	30.779	382.182	105.979	28.862
154	1.53000	247.159	227.887	1710.752	195.836	428.999	1423.643	169.884	535.440	1079.473	250.107	555.963	829.382	181.570	70.195	1400.224	161.271	-9.184	1057.425	244.880	-22.818	800.067	231.317	437.842	892.655	192.547	415.118	486.694	184.320	425.434	74.898	138.842	372.338	33.935	285.226	467.725	25.617	391.490	407.260	31.525	230.518	83.124	910.372	209.676	96.588	492.723	169.031	98.804	70.046	128.288	153.406	33.753	271.984	53.970	30.702	382.065	106.000	28.624
155	1.54000	247.277	227.874	1710.734	195.666	429.053	1423.531	169.854	535.362	1079.295	249.979	555.726	829.197	181.545	70.269	1400.245	161.125	-9.444	1057.505	245.055	-23.075	800.144	231.364	437.825	892.600	192.585	415.105	486.737	184.323	425.463	74.882	138.766	372.293	33.984	285.174	467.754	25.600	391.455	407.105	31.122	230.423	83.035	910.427	209.659	96.588	492.713	169.162	98.637	70.441	128.190	153.474	33.824	271.962	53.951	30.646	382.130	105.925	28.699
156	1.55000	247.278	227.861	1710.742	195.474	429.065	1423.444	169.720	535.207	1079.189	250.028	555.582	829.126	181.600	70.283	1400.256	161.287	-9.433	1057.507	245.054	-23.218	800.211	231.354	437.770	892.588	192.563	415.009	486.735	184.340	425.424	74.850	138.819	372.344	33.993	285.197	467.745	25.644	391.449	407.185	31.442	230.285	83.020	910.414	209.607	96.545	492.743	168.984	98.604	70.173	128.667	153.713	33.581	272.007	53.950	30.735	382.341	105.778	29.091
157	1.56000	247.455	227.786	1710.637	195.319	429.159	1423.441	169.399	534.978	1078.938	250.014	555.400	829.099	181.681	70.276	1400.297	161.053	-9.519	1057.699	245.188	-23.507	800.095	231.289	437.688	892.610	192.416	415.005	486.762	184.308	425.425	74.912	138.783	372.307	33.878	285.209	467.717	25.567	391.455	407.358	31.284	230.230	83.026	910.414	209.695	96.526	492.714	168.810	98.659	70.135	128.337	153.459	33.798	271.841	53.941	30.909	382.248	105.916	28.958
158	1.57000	247.514	227.764	1710.680	195.188	429.207	1423.376	169.281	534.828	1078.837	249.822	555.202	828.949	181.643	70.350	1400.344	161.055	-9.524	1057.620	245.245	-23.543	800.126	231.245	437.657	892.609	192.508	414.982	486.780	184.354	425.451	74.873	138.766	372.293	33.933	285.256	467.683	25.584	391.628	407.132	31.409	230.194	82.923	910.477	209.680	96.520	492.730	169.026	98.755	70.107	128.885	153.552	33.506	271.879	53.889	30.707	382.217	105.920	29.024
