2.770000	2.656232e-06	2.936876e-05	1.043989e-05	4.180787e-05	
2.771001	2.685368e-06	3.009902e-05	1.060898e-05	4.205598e-05	
2.772002	2.720472e-06	3.087310e-05	1.078067e-05	4.229064e-05	
2.773002	2.761698e-06	3.169200e-05	1.095494e-05	4.251133e-05	
2.774003	2.809201e-06	3.255675e-05	1.113178e-05	4.271759e-05	
2.775004	2.863130e-06	3.346828e-05	1.131117e-05	4.290891e-05	
2.776005	2.923415e-06	3.442575e-05	1.149298e-05	4.308516e-05	
2.777006	2.989757e-06	3.542641e-05	1.167699e-05	4.324658e-05	
2.778007	3.061842e-06	3.646736e-05	1.186293e-05	4.339340e-05	
2.779007	3.139357e-06	3.754575e-05	1.205058e-05	4.352588e-05	
2.780008	3.221988e-06	3.865869e-05	1.223968e-05	4.364427e-05	
2.781009	3.309422e-06	3.980332e-05	1.242998e-05	4.374882e-05	
2.782010	3.401347e-06	4.097675e-05	1.262125e-05	4.383978e-05	
2.783011	3.497449e-06	4.217613e-05	1.281323e-05	4.391739e-05	
2.784011	3.597414e-06	4.339858e-05	1.300569e-05	4.398190e-05	
2.785012	3.700930e-06	4.464121e-05	1.319837e-05	4.403357e-05	
2.786013	3.807684e-06	4.590117e-05	1.339104e-05	4.407264e-05	
2.787014	3.917361e-06	4.717558e-05	1.358344e-05	4.409936e-05	
2.788015	4.029650e-06	4.846156e-05	1.377533e-05	4.411398e-05	
2.789016	4.144236e-06	4.975625e-05	1.396647e-05	4.411675e-05	
2.790016	4.260806e-06	5.105676e-05	1.415661e-05	4.410792e-05	
2.791017	4.379048e-06	5.236024e-05	1.434551e-05	4.408774e-05	
2.792018	4.498648e-06	5.366380e-05	1.453292e-05	4.405646e-05	
2.793019	4.619293e-06	5.496457e-05	1.471859e-05	4.401432e-05	
2.794020	4.740670e-06	5.625968e-05	1.490228e-05	4.396157e-05	
2.795021	4.862465e-06	5.754625e-05	1.508376e-05	4.389847e-05	
2.796021	4.984365e-06	5.882142e-05	1.526276e-05	4.382527e-05	
2.797022	5.106057e-06	6.008231e-05	1.543904e-05	4.374220e-05	
2.798023	5.227228e-06	6.132605e-05	1.561237e-05	4.364953e-05	
2.799024	5.347565e-06	6.254977e-05	1.578249e-05	4.354750e-05	
2.800025	5.466754e-06	6.375059e-05	1.594917e-05	4.343635e-05	
2.801025	5.584483e-06	6.492564e-05	1.611214e-05	4.331635e-05	
2.802026	5.700437e-06	6.607204e-05	1.627118e-05	4.318773e-05	
2.803027	5.814304e-06	6.718693e-05	1.642603e-05	4.305075e-05	
2.804028	5.925771e-06	6.826744e-05	1.657646e-05	4.290565e-05	
2.805029	6.034524e-06	6.931068e-05	1.672220e-05	4.275269e-05	
